token,tp_cases,tn_cases,fp_cases,fn_cases,total_cases,precision,recall,f1-score
special,0,9,2,0,11,0.0,#Div0,#Div0
spot,0,0,0,1,1,#Div0,0.0,#Div0
broke,0,1,0,1,2,#Div0,0.0,#Div0
friend,0,24,1,0,25,0.0,#Div0,#Div0
thanks,0,1,1,0,2,0.0,#Div0,#Div0
manage,1,0,0,1,2,1.0,0.5,0.6666666666666666
experiments,0,0,0,1,1,#Div0,0.0,#Div0
jams,0,0,0,1,1,#Div0,0.0,#Div0
ceariative,0,0,1,0,1,0.0,#Div0,#Div0
convincing,0,2,2,0,4,0.0,#Div0,#Div0
Viceversa,0,1,1,0,2,0.0,#Div0,#Div0
Nowadays,0,13,1,0,14,0.0,#Div0,#Div0
perspectives,0,0,0,2,2,#Div0,0.0,#Div0
povide,0,0,1,0,1,0.0,#Div0,#Div0
e,0,1,1,0,2,0.0,#Div0,#Div0
utilize,0,0,1,0,1,0.0,#Div0,#Div0
require,1,5,1,0,7,0.5,1.0,0.6666666666666666
encourages,0,1,0,1,2,#Div0,0.0,#Div0
Limiting,0,0,1,0,1,0.0,#Div0,#Div0
cannnot,0,0,1,0,1,0.0,#Div0,#Div0
specilaized,0,0,1,0,1,0.0,#Div0,#Div0
attracted,0,0,0,1,1,#Div0,0.0,#Div0
inside,0,2,0,2,4,#Div0,0.0,#Div0
confines,0,0,0,1,1,#Div0,0.0,#Div0
conection,0,0,0,1,1,#Div0,0.0,#Div0
reveals,0,0,0,2,2,#Div0,0.0,#Div0
dreams,0,1,0,1,2,#Div0,0.0,#Div0
face,3,2,0,12,17,1.0,0.2,0.33333333333333337
alike,0,0,1,0,1,0.0,#Div0,#Div0
passions,0,0,0,1,1,#Div0,0.0,#Div0
stuffed,0,0,0,1,1,#Div0,0.0,#Div0
limits,0,1,0,3,4,#Div0,0.0,#Div0
disappear,1,2,1,0,4,0.5,1.0,0.6666666666666666
version,0,0,0,2,2,#Div0,0.0,#Div0
dragged,0,0,0,1,1,#Div0,0.0,#Div0
belive,0,1,4,0,5,0.0,#Div0,#Div0
gifted,0,0,0,1,1,#Div0,0.0,#Div0
base,0,0,0,4,4,#Div0,0.0,#Div0
forget,1,3,1,0,5,0.5,1.0,0.6666666666666666
support,7,3,3,13,26,0.7,0.35,0.4666666666666667
physiological,0,0,1,0,1,0.0,#Div0,#Div0
requieres,0,0,2,0,2,0.0,#Div0,#Div0
sum,0,1,6,0,7,0.0,#Div0,#Div0
a,0,1358,0,6,1364,#Div0,0.0,#Div0
after,0,49,0,2,51,#Div0,0.0,#Div0
specefic,0,0,1,0,1,0.0,#Div0,#Div0
exist,0,3,3,0,6,0.0,#Div0,#Div0
appeal,0,0,0,1,1,#Div0,0.0,#Div0
connector,0,0,0,1,1,#Div0,0.0,#Div0
nomal,0,0,1,0,1,0.0,#Div0,#Div0
finding,0,2,0,1,3,#Div0,0.0,#Div0
Is,0,2,3,0,5,0.0,#Div0,#Div0
ride,0,1,1,0,2,0.0,#Div0,#Div0
resolve,0,1,1,0,2,0.0,#Div0,#Div0
formed,0,0,0,1,1,#Div0,0.0,#Div0
high-speed,0,0,1,0,1,0.0,#Div0,#Div0
save,2,3,2,1,8,0.5,0.6666666666666666,0.5714285714285715
right,0,19,4,0,23,0.0,#Div0,#Div0
obtained,0,0,0,1,1,#Div0,0.0,#Div0
main,0,14,3,0,17,0.0,#Div0,#Div0
money,0,60,0,1,61,#Div0,0.0,#Div0
positoin,0,0,0,1,1,#Div0,0.0,#Div0
histrical,0,0,2,0,2,0.0,#Div0,#Div0
shy,0,0,1,0,1,0.0,#Div0,#Div0
vast,0,1,0,2,3,#Div0,0.0,#Div0
prospective,0,1,1,0,2,0.0,#Div0,#Div0
Undrestanding,0,0,1,0,1,0.0,#Div0,#Div0
cosmetic,0,1,5,0,6,0.0,#Div0,#Div0
handy,0,0,0,2,2,#Div0,0.0,#Div0
helpful,0,9,1,0,10,0.0,#Div0,#Div0
nessessary,0,0,2,0,2,0.0,#Div0,#Div0
carachterize,0,0,1,0,1,0.0,#Div0,#Div0
aiming,0,0,0,1,1,#Div0,0.0,#Div0
develop,1,7,0,4,12,1.0,0.2,0.33333333333333337
use,0,64,24,3,91,0.0,0.0,#Div0
eat,0,7,2,0,9,0.0,#Div0,#Div0
touch,0,1,0,3,4,#Div0,0.0,#Div0
expensive,0,18,2,0,20,0.0,#Div0,#Div0
acquired,0,3,0,1,4,#Div0,0.0,#Div0
explain,0,10,7,0,17,0.0,#Div0,#Div0
chase,1,0,0,0,1,1.0,1.0,1.0
deep,3,0,0,3,6,1.0,0.5,0.6666666666666666
rejected,0,2,0,1,3,#Div0,0.0,#Div0
Leaving,0,0,1,0,1,0.0,#Div0,#Div0
stars,0,0,0,1,1,#Div0,0.0,#Div0
own,1,15,41,0,57,0.023809523809523808,1.0,0.046511627906976744
fit,0,0,0,2,2,#Div0,0.0,#Div0
firmly,0,0,0,1,1,#Div0,0.0,#Div0
convenced,0,1,2,0,3,0.0,#Div0,#Div0
phase,0,0,0,2,2,#Div0,0.0,#Div0
strict,0,0,0,1,1,#Div0,0.0,#Div0
foreing,0,0,1,0,1,0.0,#Div0,#Div0
climb,1,1,0,0,2,1.0,1.0,1.0
mind,0,28,1,0,29,0.0,#Div0,#Div0
mnemonic,0,0,1,0,1,0.0,#Div0,#Div0
understaning,0,0,1,0,1,0.0,#Div0,#Div0
keeping,0,2,0,1,3,#Div0,0.0,#Div0
grown,0,1,0,2,3,#Div0,0.0,#Div0
population,0,17,0,1,18,#Div0,0.0,#Div0
mainstream,1,0,0,0,1,1.0,1.0,1.0
discard,0,0,0,1,1,#Div0,0.0,#Div0
dots,0,0,0,1,1,#Div0,0.0,#Div0
based,0,5,0,10,15,#Div0,0.0,#Div0
knowledge,0,148,2,0,150,0.0,#Div0,#Div0
Theorical,0,0,1,0,1,0.0,#Div0,#Div0
concentration,0,0,0,1,1,#Div0,0.0,#Div0
absurde,0,0,1,0,1,0.0,#Div0,#Div0
buy,1,37,5,0,43,0.16666666666666666,1.0,0.2857142857142857
give,19,9,19,16,63,0.5,0.5428571428571428,0.5205479452054795
Strongly,0,0,0,1,1,#Div0,0.0,#Div0
structure,0,1,0,2,3,#Div0,0.0,#Div0
image,0,2,0,6,8,#Div0,0.0,#Div0
trust,0,6,1,0,7,0.0,#Div0,#Div0
suffuring,0,0,0,1,1,#Div0,0.0,#Div0
deeper,0,0,0,5,5,#Div0,0.0,#Div0
toshiba,0,1,3,0,4,0.0,#Div0,#Div0
remain,1,1,1,1,4,0.5,0.5,0.5
econimical,0,0,1,0,1,0.0,#Div0,#Div0
back,0,7,0,3,10,#Div0,0.0,#Div0
controversial,0,0,1,0,1,0.0,#Div0,#Div0
enforce,0,0,1,0,1,0.0,#Div0,#Div0
growing,0,3,0,7,10,#Div0,0.0,#Div0
comforatable,0,0,0,1,1,#Div0,0.0,#Div0
industrial,0,1,1,0,2,0.0,#Div0,#Div0
worldwide-best-seller,0,0,1,0,1,0.0,#Div0,#Div0
Getting,0,0,0,1,1,#Div0,0.0,#Div0
supporting,0,0,0,1,1,#Div0,0.0,#Div0
flexibility,0,0,0,2,2,#Div0,0.0,#Div0
hurm,1,0,0,0,1,1.0,1.0,1.0
dicover,0,0,0,1,1,#Div0,0.0,#Div0
move,1,9,5,0,15,0.16666666666666666,1.0,0.2857142857142857
rising,0,0,0,1,1,#Div0,0.0,#Div0
public,0,19,2,0,21,0.0,#Div0,#Div0
changed,0,7,0,1,8,#Div0,0.0,#Div0
builds,0,0,0,2,2,#Div0,0.0,#Div0
studied,0,17,1,0,18,0.0,#Div0,#Div0
disageed,0,0,1,0,1,0.0,#Div0,#Div0
rules,0,2,0,1,3,#Div0,0.0,#Div0
substained,0,0,0,1,1,#Div0,0.0,#Div0
spirit,0,0,0,1,1,#Div0,0.0,#Div0
clear,1,2,1,6,10,0.5,0.14285714285714285,0.22222222222222224
flower,0,0,0,1,1,#Div0,0.0,#Div0
kept,0,1,0,1,2,#Div0,0.0,#Div0
doors,0,1,0,1,2,#Div0,0.0,#Div0
encourage,0,1,2,0,3,0.0,#Div0,#Div0
blame,0,0,1,0,1,0.0,#Div0,#Div0
with,0,428,0,2,430,#Div0,0.0,#Div0
hunger,0,0,0,1,1,#Div0,0.0,#Div0
secured,0,0,0,1,1,#Div0,0.0,#Div0
glass-making,0,0,1,0,1,0.0,#Div0,#Div0
strengthen,0,0,0,1,1,#Div0,0.0,#Div0
stricted,0,0,0,1,1,#Div0,0.0,#Div0
twentieth,0,1,2,0,3,0.0,#Div0,#Div0
evolved,0,0,0,1,1,#Div0,0.0,#Div0
stay,0,5,5,1,11,0.0,0.0,#Div0
visit,0,11,8,0,19,0.0,#Div0,#Div0
12-hour,0,0,2,0,2,0.0,#Div0,#Div0
promoting,0,2,0,1,3,#Div0,0.0,#Div0
power,0,0,0,2,2,#Div0,0.0,#Div0
surface,0,1,0,1,2,#Div0,0.0,#Div0
deep-snow,0,0,1,0,1,0.0,#Div0,#Div0
forward,0,0,0,2,2,#Div0,0.0,#Div0
stronger,0,1,0,2,3,#Div0,0.0,#Div0
Folowing,0,0,1,0,1,0.0,#Div0,#Div0
basing,0,0,0,1,1,#Div0,0.0,#Div0
accessble,0,0,0,1,1,#Div0,0.0,#Div0
wish,0,3,1,0,4,0.0,#Div0,#Div0
loosing,0,0,0,1,1,#Div0,0.0,#Div0
stongly,0,0,0,2,2,#Div0,0.0,#Div0
tour,0,102,24,0,126,0.0,#Div0,#Div0
runs,0,0,0,1,1,#Div0,0.0,#Div0
entered,0,1,0,1,2,#Div0,0.0,#Div0
look,2,16,10,3,31,0.16666666666666666,0.4,0.23529411764705882
declare,0,0,1,0,1,0.0,#Div0,#Div0
foretasted,1,0,0,0,1,1.0,1.0,1.0
sixty,0,0,1,0,1,0.0,#Div0,#Div0
schocking,1,0,0,0,1,1.0,1.0,1.0
brought,0,0,0,2,2,#Div0,0.0,#Div0
exelent,0,0,1,0,1,0.0,#Div0,#Div0
goes,0,7,0,1,8,#Div0,0.0,#Div0
peronal,0,0,1,0,1,0.0,#Div0,#Div0
distract,0,0,0,1,1,#Div0,0.0,#Div0
profit,0,1,1,0,2,0.0,#Div0,#Div0
fouty,0,0,1,0,1,0.0,#Div0,#Div0
reserve,0,0,1,0,1,0.0,#Div0,#Div0
respect,1,5,2,1,9,0.3333333333333333,0.5,0.4
filling,0,0,0,1,1,#Div0,0.0,#Div0
organize,0,5,6,0,11,0.0,#Div0,#Div0
pay,0,5,3,5,13,0.0,0.0,#Div0
Concluding,0,0,1,0,1,0.0,#Div0,#Div0
needy,0,1,3,0,4,0.0,#Div0,#Div0
piece,0,0,0,1,1,#Div0,0.0,#Div0
acknowledged,0,0,1,0,1,0.0,#Div0,#Div0
putting,0,0,0,2,2,#Div0,0.0,#Div0
share,0,6,0,2,8,#Div0,0.0,#Div0
enjoyable,0,4,3,0,7,0.0,#Div0,#Div0
crowded,0,2,1,0,3,0.0,#Div0,#Div0
Red,0,1,1,0,2,0.0,#Div0,#Div0
spent,0,1,0,3,4,#Div0,0.0,#Div0
secure,0,0,0,1,1,#Div0,0.0,#Div0
relevant,0,0,1,0,1,0.0,#Div0,#Div0
lost,0,10,0,2,12,#Div0,0.0,#Div0
spending,0,2,0,5,7,#Div0,0.0,#Div0
friendly,0,1,0,1,2,#Div0,0.0,#Div0
previous,0,1,1,0,2,0.0,#Div0,#Div0
pursuing,0,0,0,1,1,#Div0,0.0,#Div0
advertisement,0,63,5,0,68,0.0,#Div0,#Div0
wider,0,0,0,4,4,#Div0,0.0,#Div0
fully,0,2,0,6,8,#Div0,0.0,#Div0
drink,0,3,1,0,4,0.0,#Div0,#Div0
advancement,0,0,0,4,4,#Div0,0.0,#Div0
wipe,0,0,1,0,1,0.0,#Div0,#Div0
undermine,0,0,1,1,2,0.0,0.0,#Div0
hiding,0,0,0,1,1,#Div0,0.0,#Div0
let,0,5,4,0,9,0.0,#Div0,#Div0
contractcting,0,0,1,0,1,0.0,#Div0,#Div0
colder,0,0,0,1,1,#Div0,0.0,#Div0
rely,1,0,0,2,3,1.0,0.3333333333333333,0.5
old,0,45,6,0,51,0.0,#Div0,#Div0
carry,1,0,0,1,2,1.0,0.5,0.6666666666666666
intencity,0,0,0,2,2,#Div0,0.0,#Div0
wasting,0,0,0,2,2,#Div0,0.0,#Div0
perspective,0,2,0,1,3,#Div0,0.0,#Div0
seem,0,26,10,0,36,0.0,#Div0,#Div0
long-distance,0,0,1,0,1,0.0,#Div0,#Div0
complement,0,0,0,1,1,#Div0,0.0,#Div0
everyting,0,0,1,0,1,0.0,#Div0,#Div0
environment-friendly,0,0,1,0,1,0.0,#Div0,#Div0
divided,0,0,0,1,1,#Div0,0.0,#Div0
anew,0,1,1,0,2,0.0,#Div0,#Div0
lead,5,3,1,9,18,0.8333333333333334,0.35714285714285715,0.5
followed,0,2,0,1,3,#Div0,0.0,#Div0
throwing,0,0,0,1,1,#Div0,0.0,#Div0
concentrate,1,0,1,0,2,0.5,1.0,0.6666666666666666
catastrophic,1,0,0,0,1,1.0,1.0,1.0
above,0,19,1,0,20,0.0,#Div0,#Div0
Broad,0,0,0,1,1,#Div0,0.0,#Div0
useful,0,26,0,1,27,#Div0,0.0,#Div0
prevent,0,3,2,0,5,0.0,#Div0,#Div0
fullfill,0,0,1,0,1,0.0,#Div0,#Div0
price,0,13,0,1,14,#Div0,0.0,#Div0
Spikes,0,0,0,1,1,#Div0,0.0,#Div0
pass,1,1,0,0,2,1.0,1.0,1.0
Reducing,0,0,1,0,1,0.0,#Div0,#Div0
private,0,8,1,1,10,0.0,0.0,#Div0
referenced,0,0,1,0,1,0.0,#Div0,#Div0
passed,0,0,0,1,1,#Div0,0.0,#Div0
past,0,16,3,0,19,0.0,#Div0,#Div0
twenty,0,40,8,0,48,0.0,#Div0,#Div0
continue,0,4,4,0,8,0.0,#Div0,#Div0
i,0,131,12,0,143,0.0,#Div0,#Div0
basic,0,2,2,5,9,0.0,0.0,#Div0
Academic,0,0,1,0,1,0.0,#Div0,#Div0
proplems,0,0,1,0,1,0.0,#Div0,#Div0
famous,0,10,1,0,11,0.0,#Div0,#Div0
retributed,0,0,1,0,1,0.0,#Div0,#Div0
travel,0,54,30,0,84,0.0,#Div0,#Div0
lerning,0,0,2,0,2,0.0,#Div0,#Div0
succeed,0,12,4,0,16,0.0,#Div0,#Div0
animal,0,0,1,0,1,0.0,#Div0,#Div0
feed,0,1,0,1,2,#Div0,0.0,#Div0
upon,0,5,0,1,6,#Div0,0.0,#Div0
abandon,1,0,0,1,2,1.0,0.5,0.6666666666666666
attend,0,5,1,0,6,0.0,#Div0,#Div0
laptop,0,2,1,0,3,0.0,#Div0,#Div0
different,0,85,15,0,100,0.0,#Div0,#Div0
succesesful,0,0,1,0,1,0.0,#Div0,#Div0
shrugged,0,0,0,1,1,#Div0,0.0,#Div0
shiny,0,0,1,1,2,0.0,0.0,#Div0
limit,1,1,1,3,6,0.5,0.25,0.3333333333333333
reap,0,0,0,1,1,#Div0,0.0,#Div0
evaluate,0,0,1,0,1,0.0,#Div0,#Div0
join,0,6,2,0,8,0.0,#Div0,#Div0
unstable,0,0,0,1,1,#Div0,0.0,#Div0
carried,0,0,0,1,1,#Div0,0.0,#Div0
enjoing,0,2,1,0,3,0.0,#Div0,#Div0
keep,4,13,5,5,27,0.4444444444444444,0.4444444444444444,0.4444444444444444
political,0,3,1,0,4,0.0,#Div0,#Div0
compete,1,0,1,0,2,0.5,1.0,0.6666666666666666
touched,0,0,0,2,2,#Div0,0.0,#Div0
master,0,0,0,1,1,#Div0,0.0,#Div0
contributes,0,0,0,1,1,#Div0,0.0,#Div0
array,0,0,0,2,2,#Div0,0.0,#Div0
play,0,2,3,1,6,0.0,0.0,#Div0
tomorrow,0,0,0,2,2,#Div0,0.0,#Div0
increasing,0,17,0,1,18,#Div0,0.0,#Div0
Suppose,0,0,1,0,1,0.0,#Div0,#Div0
dislike,0,1,2,0,3,0.0,#Div0,#Div0
cool,0,2,0,1,3,#Div0,0.0,#Div0
tones,0,0,0,1,1,#Div0,0.0,#Div0
access,0,1,0,2,3,#Div0,0.0,#Div0
shows,0,11,0,2,13,#Div0,0.0,#Div0
actractivity,0,0,0,1,1,#Div0,0.0,#Div0
spacified,0,0,1,0,1,0.0,#Div0,#Div0
conclude,0,3,2,0,5,0.0,#Div0,#Div0
read,0,5,8,0,13,0.0,#Div0,#Div0
leaving,0,2,0,2,4,#Div0,0.0,#Div0
Direct,0,0,1,0,1,0.0,#Div0,#Div0
want,0,51,38,0,89,0.0,#Div0,#Div0
rich,0,5,0,3,8,#Div0,0.0,#Div0
hang,1,0,0,0,1,1.0,1.0,1.0
light,0,3,0,2,5,#Div0,0.0,#Div0
certain,0,17,3,0,20,0.0,#Div0,#Div0
sick,0,1,1,0,2,0.0,#Div0,#Div0
incredibile,0,0,1,0,1,0.0,#Div0,#Div0
need,0,53,30,1,84,0.0,0.0,#Div0
under-developed,0,0,1,0,1,0.0,#Div0,#Div0
picturelize,0,0,0,1,1,#Div0,0.0,#Div0
exposed,0,0,0,1,1,#Div0,0.0,#Div0
enemys,0,0,0,1,1,#Div0,0.0,#Div0
journey,0,6,0,2,8,#Div0,0.0,#Div0
cutting,0,0,0,1,1,#Div0,0.0,#Div0
environment,0,14,0,1,15,#Div0,0.0,#Div0
comfetable,1,0,1,0,2,0.5,1.0,0.6666666666666666
invent,0,0,1,0,1,0.0,#Div0,#Div0
pains,0,0,0,1,1,#Div0,0.0,#Div0
advancing,0,0,0,1,1,#Div0,0.0,#Div0
alotof,0,0,1,0,1,0.0,#Div0,#Div0
further,0,1,2,0,3,0.0,#Div0,#Div0
Studying,0,1,1,0,2,0.0,#Div0,#Div0
chain,0,0,0,2,2,#Div0,0.0,#Div0
allow,0,6,2,0,8,0.0,#Div0,#Div0
travell,0,0,1,0,1,0.0,#Div0,#Div0
repeat,0,2,1,0,3,0.0,#Div0,#Div0
refines,0,0,0,1,1,#Div0,0.0,#Div0
conduct,0,0,0,1,1,#Div0,0.0,#Div0
Given,0,0,1,0,1,0.0,#Div0,#Div0
ways,0,24,0,2,26,#Div0,0.0,#Div0
derives,0,0,0,1,1,#Div0,0.0,#Div0
remember,0,11,8,0,19,0.0,#Div0,#Div0
prefe,0,0,1,0,1,0.0,#Div0,#Div0
case,0,27,0,1,28,#Div0,0.0,#Div0
museums,0,2,1,0,3,0.0,#Div0,#Div0
tells,0,5,0,1,6,#Div0,0.0,#Div0
confortable,0,0,0,1,1,#Div0,0.0,#Div0
make,2,95,60,1,158,0.03225806451612903,0.6666666666666666,0.06153846153846154
subject,0,90,4,0,94,0.0,#Div0,#Div0
spread-out,1,0,0,0,1,1.0,1.0,1.0
enlarge,1,0,0,1,2,1.0,0.5,0.6666666666666666
upcoming,0,0,1,0,1,0.0,#Div0,#Div0
Resulting,0,0,1,0,1,0.0,#Div0,#Div0
pluck,1,0,0,0,1,1.0,1.0,1.0
importan,0,0,1,0,1,0.0,#Div0,#Div0
famouse,0,1,1,0,2,0.0,#Div0,#Div0
better,0,130,1,0,131,0.0,#Div0,#Div0
win,1,0,0,0,1,1.0,1.0,1.0
educational,0,2,1,0,3,0.0,#Div0,#Div0
succesful,0,1,1,0,2,0.0,#Div0,#Div0
Talking,0,0,1,0,1,0.0,#Div0,#Div0
bare,0,0,0,1,1,#Div0,0.0,#Div0
prized,0,0,0,1,1,#Div0,0.0,#Div0
cant,0,1,1,0,2,0.0,#Div0,#Div0
reward,0,0,0,1,1,#Div0,0.0,#Div0
available,4,11,1,0,16,0.8,1.0,0.888888888888889
answer,0,17,2,0,19,0.0,#Div0,#Div0
pepole,0,4,1,0,5,0.0,#Div0,#Div0
visibility,0,0,0,2,2,#Div0,0.0,#Div0
suport,0,0,0,1,1,#Div0,0.0,#Div0
surprising,0,0,1,0,1,0.0,#Div0,#Div0
rice,0,0,1,0,1,0.0,#Div0,#Div0
20th,0,0,1,0,1,0.0,#Div0,#Div0
repsreesnted,0,0,1,0,1,0.0,#Div0,#Div0
struggling,0,0,0,1,1,#Div0,0.0,#Div0
hire,0,1,2,0,3,0.0,#Div0,#Div0
Have,0,2,1,0,3,0.0,#Div0,#Div0
shier,0,0,0,1,1,#Div0,0.0,#Div0
culural,0,0,1,0,1,0.0,#Div0,#Div0
willing,0,9,0,1,10,#Div0,0.0,#Div0
estimated,0,0,1,0,1,0.0,#Div0,#Div0
forces,0,2,0,1,3,#Div0,0.0,#Div0
somr,0,0,1,0,1,0.0,#Div0,#Div0
NHS,0,1,1,0,2,0.0,#Div0,#Div0
follow,3,0,0,9,12,1.0,0.25,0.4
theyr,0,1,1,0,2,0.0,#Div0,#Div0
Last,0,4,2,0,6,0.0,#Div0,#Div0
so-called,0,1,1,0,2,0.0,#Div0,#Div0
boundaries,0,0,0,1,1,#Div0,0.0,#Div0
search,1,5,1,0,7,0.5,1.0,0.6666666666666666
growth,0,6,0,4,10,#Div0,0.0,#Div0
untrustable,0,0,1,0,1,0.0,#Div0,#Div0
activate,0,0,0,1,1,#Div0,0.0,#Div0
brag,0,0,1,0,1,0.0,#Div0,#Div0
frequent,0,0,1,0,1,0.0,#Div0,#Div0
offer,1,1,0,2,4,1.0,0.3333333333333333,0.5
Analyzing,0,0,1,0,1,0.0,#Div0,#Div0
intelligent,0,1,1,0,2,0.0,#Div0,#Div0
sophisticated,0,1,2,0,3,0.0,#Div0,#Div0
adn,0,0,1,0,1,0.0,#Div0,#Div0
pick,1,0,0,1,2,1.0,0.5,0.6666666666666666
spaces,0,0,0,1,1,#Div0,0.0,#Div0
stand,2,1,0,0,3,1.0,1.0,1.0
practicable,0,0,1,0,1,0.0,#Div0,#Div0
onece,0,0,1,0,1,0.0,#Div0,#Div0
whit,0,0,1,0,1,0.0,#Div0,#Div0
hidden,2,0,0,0,2,1.0,1.0,1.0
speacialize,0,0,1,0,1,0.0,#Div0,#Div0
surve,0,0,0,1,1,#Div0,0.0,#Div0
s,0,68,59,0,127,0.0,#Div0,#Div0
destroying,0,1,0,1,2,#Div0,0.0,#Div0
sociological,0,0,1,0,1,0.0,#Div0,#Div0
by,0,259,0,3,262,#Div0,0.0,#Div0
conception,0,0,0,1,1,#Div0,0.0,#Div0
isolation,0,0,1,0,1,0.0,#Div0,#Div0
wide,4,1,0,6,11,1.0,0.4,0.5714285714285715
evry,0,1,2,0,3,0.0,#Div0,#Div0
comphrehending,0,0,1,0,1,0.0,#Div0,#Div0
school-time,0,0,1,0,1,0.0,#Div0,#Div0
gave,0,6,0,3,9,#Div0,0.0,#Div0
major,0,15,1,0,16,0.0,#Div0,#Div0
out,0,46,0,9,55,#Div0,0.0,#Div0
pictures,0,1,0,1,2,#Div0,0.0,#Div0
division,0,3,0,1,4,#Div0,0.0,#Div0
daily,0,5,1,0,6,0.0,#Div0,#Div0
large,0,4,2,0,6,0.0,#Div0,#Div0
avoided,0,2,0,1,3,#Div0,0.0,#Div0
fields,0,8,0,3,11,#Div0,0.0,#Div0
ofren,0,0,1,0,1,0.0,#Div0,#Div0
spreaded,0,0,0,1,1,#Div0,0.0,#Div0
approach,0,1,0,8,9,#Div0,0.0,#Div0
Passing,0,0,1,0,1,0.0,#Div0,#Div0
messages,0,0,0,1,1,#Div0,0.0,#Div0
realize,0,3,4,0,7,0.0,#Div0,#Div0
devices,0,1,0,1,2,#Div0,0.0,#Div0
working,0,31,2,1,34,0.0,0.0,#Div0
inter,0,1,3,0,4,0.0,#Div0,#Div0
triyng,0,0,1,0,1,0.0,#Div0,#Div0
shed,0,0,0,1,1,#Div0,0.0,#Div0
vibrant,0,0,0,1,1,#Div0,0.0,#Div0
drop,1,0,0,1,2,1.0,0.5,0.6666666666666666
particular,0,20,2,0,22,0.0,#Div0,#Div0
message,0,1,0,1,2,#Div0,0.0,#Div0
ode,0,0,0,1,1,#Div0,0.0,#Div0
frozen,0,1,1,0,2,0.0,#Div0,#Div0
specialized,0,17,12,0,29,0.0,#Div0,#Div0
legend,0,0,0,1,1,#Div0,0.0,#Div0
leading,0,0,0,2,2,#Div0,0.0,#Div0
equal,0,0,1,0,1,0.0,#Div0,#Div0
young,0,32,181,0,213,0.0,#Div0,#Div0
legacy,0,0,0,1,1,#Div0,0.0,#Div0
bonds,0,0,0,1,1,#Div0,0.0,#Div0
financial,0,8,1,0,9,0.0,#Div0,#Div0
walk,0,6,2,0,8,0.0,#Div0,#Div0
stages,0,0,0,2,2,#Div0,0.0,#Div0
Young,0,12,2,0,14,0.0,#Div0,#Div0
adays,0,1,2,0,3,0.0,#Div0,#Div0
reflects,0,0,0,1,1,#Div0,0.0,#Div0
psycholgical,0,0,1,0,1,0.0,#Div0,#Div0
life,0,243,0,1,244,#Div0,0.0,#Div0
spends,0,1,0,2,3,#Div0,0.0,#Div0
came,0,7,0,1,8,#Div0,0.0,#Div0
add,1,1,0,2,4,1.0,0.3333333333333333,0.5
difficult,0,30,0,1,31,#Div0,0.0,#Div0
Compared,0,0,1,0,1,0.0,#Div0,#Div0
successful,0,67,16,0,83,0.0,#Div0,#Div0
60-years-old,0,0,1,0,1,0.0,#Div0,#Div0
handling,0,0,0,2,2,#Div0,0.0,#Div0
know,0,71,40,0,111,0.0,#Div0,#Div0
pearsonal,0,0,1,0,1,0.0,#Div0,#Div0
consume,0,0,1,2,3,0.0,0.0,#Div0
homeless,0,0,1,0,1,0.0,#Div0,#Div0
serious,0,4,0,1,5,#Div0,0.0,#Div0
higher,0,7,0,4,11,#Div0,0.0,#Div0
dominated,0,0,0,1,1,#Div0,0.0,#Div0
knolege,0,0,1,0,1,0.0,#Div0,#Div0
relying,0,0,0,1,1,#Div0,0.0,#Div0
othere,0,0,1,0,1,0.0,#Div0,#Div0
besic,0,0,0,1,1,#Div0,0.0,#Div0
surround,1,0,0,0,1,1.0,1.0,1.0
plannning,0,0,1,0,1,0.0,#Div0,#Div0
gulf,0,0,1,0,1,0.0,#Div0,#Div0
repared,0,0,0,1,1,#Div0,0.0,#Div0
unlimited,0,0,0,1,1,#Div0,0.0,#Div0
animals,0,3,0,1,4,#Div0,0.0,#Div0
contribut,0,0,0,1,1,#Div0,0.0,#Div0
fail,0,0,2,0,2,0.0,#Div0,#Div0
saved,0,2,0,1,3,#Div0,0.0,#Div0
horrifying,0,0,0,1,1,#Div0,0.0,#Div0
politic,0,1,1,0,2,0.0,#Div0,#Div0
conciliating,0,0,0,1,1,#Div0,0.0,#Div0
strenght,1,0,0,0,1,1.0,1.0,1.0
everyday,0,15,4,0,19,0.0,#Div0,#Div0
fifty,0,0,2,0,2,0.0,#Div0,#Div0
fancy,0,1,1,0,2,0.0,#Div0,#Div0
ruining,0,0,0,4,4,#Div0,0.0,#Div0
gather,0,0,1,2,3,0.0,0.0,#Div0
basical,0,0,2,0,2,0.0,#Div0,#Div0
experience,0,51,4,0,55,0.0,#Div0,#Div0
proportion,0,0,0,1,1,#Div0,0.0,#Div0
defined,1,0,0,0,1,1.0,1.0,1.0
bother,0,1,1,0,2,0.0,#Div0,#Div0
contemporary,0,2,1,0,3,0.0,#Div0,#Div0
deely,0,0,0,1,1,#Div0,0.0,#Div0
demands,0,2,0,1,3,#Div0,0.0,#Div0
succesfull,0,0,2,0,2,0.0,#Div0,#Div0
open,2,1,0,8,11,1.0,0.2,0.33333333333333337
nature,0,3,0,1,4,#Div0,0.0,#Div0
underlined,0,0,0,1,1,#Div0,0.0,#Div0
receive,0,2,1,1,4,0.0,0.0,#Div0
behind,0,1,0,6,7,#Div0,0.0,#Div0
forbidden,0,0,0,1,1,#Div0,0.0,#Div0
Having,0,2,3,0,5,0.0,#Div0,#Div0
invest,0,2,0,1,3,#Div0,0.0,#Div0
