token,tp_cases,tn_cases,fp_cases,fn_cases,total_cases,precision,recall,f1-score
considerably,0,1,0,0,1,#Div0,#Div0,#Div0
either,0,4,0,0,4,#Div0,#Div0,#Div0
finally,0,4,0,0,4,#Div0,#Div0,#Div0
remains,0,2,0,0,2,#Div0,#Div0,#Div0
brings,0,9,0,1,10,#Div0,0.0,#Div0
satisfaction,0,4,0,0,4,#Div0,#Div0,#Div0
Typically,0,1,0,0,1,#Div0,#Div0,#Div0
facts,0,122,0,0,122,#Div0,#Div0,#Div0
render,0,2,0,0,2,#Div0,#Div0,#Div0
intresets,0,1,0,0,1,#Div0,#Div0,#Div0
organise,0,1,0,0,1,#Div0,#Div0,#Div0
fighting,0,1,0,0,1,#Div0,#Div0,#Div0
accepet,0,1,0,0,1,#Div0,#Div0,#Div0
bag,0,1,0,0,1,#Div0,#Div0,#Div0
underground,0,3,0,0,3,#Div0,#Div0,#Div0
sad,0,4,0,0,4,#Div0,#Div0,#Div0
lip,0,3,0,0,3,#Div0,#Div0,#Div0
challange,0,0,0,1,1,#Div0,0.0,#Div0
included,0,1,0,0,1,#Div0,#Div0,#Div0
Older,0,1,0,0,1,#Div0,#Div0,#Div0
everywhere,0,6,0,0,6,#Div0,#Div0,#Div0
endure,0,0,0,1,1,#Div0,0.0,#Div0
Sports,0,1,0,0,1,#Div0,#Div0,#Div0
imaginative,0,1,0,0,1,#Div0,#Div0,#Div0
57,0,1,0,0,1,#Div0,#Div0,#Div0
histrical,0,2,0,0,2,#Div0,#Div0,#Div0
empowering,0,1,0,0,1,#Div0,#Div0,#Div0
variety,0,9,0,0,9,#Div0,#Div0,#Div0
passengers,0,1,0,0,1,#Div0,#Div0,#Div0
curiosity,0,2,0,0,2,#Div0,#Div0,#Div0
trouble,0,5,0,0,5,#Div0,#Div0,#Div0
complicated,0,4,0,0,4,#Div0,#Div0,#Div0
honest,0,3,0,0,3,#Div0,#Div0,#Div0
cultural,0,6,0,0,6,#Div0,#Div0,#Div0
balanced,0,0,0,1,1,#Div0,0.0,#Div0
retired,0,3,0,0,3,#Div0,#Div0,#Div0
adaptability,0,1,0,0,1,#Div0,#Div0,#Div0
impossilbe,0,1,0,0,1,#Div0,#Div0,#Div0
correctly,0,1,0,0,1,#Div0,#Div0,#Div0
faster,0,6,0,0,6,#Div0,#Div0,#Div0
phrases,0,2,0,0,2,#Div0,#Div0,#Div0
fields,0,8,0,3,11,#Div0,0.0,#Div0
moving,0,4,0,2,6,#Div0,0.0,#Div0
mannar,0,2,0,0,2,#Div0,#Div0,#Div0
assay,0,1,0,0,1,#Div0,#Div0,#Div0
ordinary,0,1,0,0,1,#Div0,#Div0,#Div0
Think,0,3,0,0,3,#Div0,#Div0,#Div0
stereotype,0,1,0,0,1,#Div0,#Div0,#Div0
inclouding,0,1,0,0,1,#Div0,#Div0,#Div0
realted,0,1,0,0,1,#Div0,#Div0,#Div0
organised,0,1,0,0,1,#Div0,#Div0,#Div0
enertainments,0,1,0,0,1,#Div0,#Div0,#Div0
comprehend,0,4,0,0,4,#Div0,#Div0,#Div0
for,0,546,0,0,546,#Div0,#Div0,#Div0
defferent,0,2,0,0,2,#Div0,#Div0,#Div0
zoo,0,0,0,1,1,#Div0,0.0,#Div0
thechnology,0,1,0,0,1,#Div0,#Div0,#Div0
magazines,0,6,0,0,6,#Div0,#Div0,#Div0
risks,0,56,0,0,56,#Div0,#Div0,#Div0
pieces,0,1,0,0,1,#Div0,#Div0,#Div0
signs,0,0,0,1,1,#Div0,0.0,#Div0
motivating,0,1,0,0,1,#Div0,#Div0,#Div0
practice,0,3,0,0,3,#Div0,#Div0,#Div0
enthusiasm,0,1,0,0,1,#Div0,#Div0,#Div0
civilizations,0,1,0,0,1,#Div0,#Div0,#Div0
wide,0,1,0,10,11,#Div0,0.0,#Div0
PC,0,1,0,0,1,#Div0,#Div0,#Div0
prefare,0,1,0,0,1,#Div0,#Div0,#Div0
dramatically,0,1,0,0,1,#Div0,#Div0,#Div0
essentially,0,1,0,0,1,#Div0,#Div0,#Div0
participating,0,2,0,0,2,#Div0,#Div0,#Div0
now,0,46,0,0,46,#Div0,#Div0,#Div0
suit,0,1,0,1,2,#Div0,0.0,#Div0
remoivng,0,1,0,0,1,#Div0,#Div0,#Div0
18,0,2,0,0,2,#Div0,#Div0,#Div0
contribut,0,0,0,1,1,#Div0,0.0,#Div0
enterteinments,0,1,0,0,1,#Div0,#Div0,#Div0
assumption,0,1,0,0,1,#Div0,#Div0,#Div0
removal,0,1,0,0,1,#Div0,#Div0,#Div0
onece,0,1,0,0,1,#Div0,#Div0,#Div0
certificate,0,1,0,0,1,#Div0,#Div0,#Div0
problems,0,34,0,0,34,#Div0,#Div0,#Div0
circumstances,0,4,0,0,4,#Div0,#Div0,#Div0
loss,0,1,0,2,3,#Div0,0.0,#Div0
actractivity,0,0,0,1,1,#Div0,0.0,#Div0
incomes,0,1,0,0,1,#Div0,#Div0,#Div0
characters,0,1,0,0,1,#Div0,#Div0,#Div0
sportswares,0,1,0,0,1,#Div0,#Div0,#Div0
worry,0,4,0,0,4,#Div0,#Div0,#Div0
consumer,0,11,0,0,11,#Div0,#Div0,#Div0
presents,0,3,0,0,3,#Div0,#Div0,#Div0
uses,0,3,0,0,3,#Div0,#Div0,#Div0
transport,0,12,0,0,12,#Div0,#Div0,#Div0
optional,0,1,0,0,1,#Div0,#Div0,#Div0
taking,0,24,0,6,30,#Div0,0.0,#Div0
predicted,0,1,0,0,1,#Div0,#Div0,#Div0
neccesity,0,1,0,0,1,#Div0,#Div0,#Div0
1991,0,1,0,0,1,#Div0,#Div0,#Div0
determine,0,1,0,0,1,#Div0,#Div0,#Div0
supposed,0,3,0,0,3,#Div0,#Div0,#Div0
probably,0,17,0,0,17,#Div0,#Div0,#Div0
money,0,60,0,1,61,#Div0,0.0,#Div0
learnig,0,2,0,0,2,#Div0,#Div0,#Div0
safetiness,0,1,0,0,1,#Div0,#Div0,#Div0
advertisemnt,0,1,0,0,1,#Div0,#Div0,#Div0
automatically,0,1,0,0,1,#Div0,#Div0,#Div0
something,0,59,0,0,59,#Div0,#Div0,#Div0
exist,0,6,0,0,6,#Div0,#Div0,#Div0
visibility,0,0,0,2,2,#Div0,0.0,#Div0
humans,0,3,0,0,3,#Div0,#Div0,#Div0
teory,0,1,0,0,1,#Div0,#Div0,#Div0
imoprove,0,1,0,0,1,#Div0,#Div0,#Div0
aspect,0,8,0,2,10,#Div0,0.0,#Div0
setup,0,1,0,0,1,#Div0,#Div0,#Div0
sort,0,3,0,0,3,#Div0,#Div0,#Div0
reputation,0,2,0,0,2,#Div0,#Div0,#Div0
marine,0,1,0,0,1,#Div0,#Div0,#Div0
second,0,13,0,1,14,#Div0,0.0,#Div0
shifts,0,1,0,0,1,#Div0,#Div0,#Div0
TVs,0,1,0,0,1,#Div0,#Div0,#Div0
Wars,0,1,0,0,1,#Div0,#Div0,#Div0
rush,0,0,0,1,1,#Div0,0.0,#Div0
restrictions,0,0,0,2,2,#Div0,0.0,#Div0
possibility,0,14,0,0,14,#Div0,#Div0,#Div0
Simple,0,1,0,0,1,#Div0,#Div0,#Div0
enables,0,2,0,0,2,#Div0,#Div0,#Div0
hair,0,5,0,0,5,#Div0,#Div0,#Div0
normal,0,9,0,0,9,#Div0,#Div0,#Div0
end,0,9,0,2,11,#Div0,0.0,#Div0
later,0,6,0,1,7,#Div0,0.0,#Div0
Talking,0,1,0,0,1,#Div0,#Div0,#Div0
mentioning,0,1,0,0,1,#Div0,#Div0,#Div0
healthier,0,0,0,1,1,#Div0,0.0,#Div0
foremost,0,1,0,0,1,#Div0,#Div0,#Div0
pushs,0,0,0,1,1,#Div0,0.0,#Div0
tools,0,0,0,5,5,#Div0,0.0,#Div0
effert,0,1,0,0,1,#Div0,#Div0,#Div0
hotel,0,2,0,0,2,#Div0,#Div0,#Div0
filled,0,0,0,1,1,#Div0,0.0,#Div0
continous,0,1,0,0,1,#Div0,#Div0,#Div0
stuffed,0,0,0,1,1,#Div0,0.0,#Div0
run,1,1,0,6,8,1.0,0.14285714285714285,0.25
sends,0,0,0,1,1,#Div0,0.0,#Div0
plannning,0,1,0,0,1,#Div0,#Div0,#Div0
usually,0,27,0,0,27,#Div0,#Div0,#Div0
US,0,3,0,0,3,#Div0,#Div0,#Div0
revolutianized,0,1,0,0,1,#Div0,#Div0,#Div0
leaving,0,2,0,2,4,#Div0,0.0,#Div0
lives,0,31,0,0,31,#Div0,#Div0,#Div0
hear,0,4,0,0,4,#Div0,#Div0,#Div0
advantage,0,3,0,2,5,#Div0,0.0,#Div0
treatment,0,1,0,0,1,#Div0,#Div0,#Div0
Rome,0,2,0,0,2,#Div0,#Div0,#Div0
subject,0,94,0,0,94,#Div0,#Div0,#Div0
rlise,0,1,0,0,1,#Div0,#Div0,#Div0
statments,0,2,0,0,2,#Div0,#Div0,#Div0
permanent,0,1,0,0,1,#Div0,#Div0,#Div0
hopes,0,1,0,0,1,#Div0,#Div0,#Div0
La,0,1,0,0,1,#Div0,#Div0,#Div0
celeberties,0,1,0,0,1,#Div0,#Div0,#Div0
mother,0,9,0,0,9,#Div0,#Div0,#Div0
minet,0,1,0,0,1,#Div0,#Div0,#Div0
they,0,534,0,0,534,#Div0,#Div0,#Div0
athlete,0,2,0,0,2,#Div0,#Div0,#Div0
speaking,0,4,0,0,4,#Div0,#Div0,#Div0
maintenance,0,1,0,0,1,#Div0,#Div0,#Div0
six,0,2,0,0,2,#Div0,#Div0,#Div0
find,0,47,0,7,54,#Div0,0.0,#Div0
intoduced,0,0,0,1,1,#Div0,0.0,#Div0
version,0,0,0,2,2,#Div0,0.0,#Div0
contributes,0,0,0,1,1,#Div0,0.0,#Div0
yours,0,1,0,0,1,#Div0,#Div0,#Div0
defraud,0,1,0,0,1,#Div0,#Div0,#Div0
reason,0,51,0,0,51,#Div0,#Div0,#Div0
300,0,1,0,0,1,#Div0,#Div0,#Div0
wrote,0,4,0,0,4,#Div0,#Div0,#Div0
50,0,1,0,0,1,#Div0,#Div0,#Div0
citizen,0,1,0,0,1,#Div0,#Div0,#Div0
Travelling,0,4,0,0,4,#Div0,#Div0,#Div0
face,0,2,0,15,17,#Div0,0.0,#Div0
trailer,0,2,0,0,2,#Div0,#Div0,#Div0
differences,0,1,0,0,1,#Div0,#Div0,#Div0
while,0,24,0,0,24,#Div0,#Div0,#Div0
overtime,0,1,0,0,1,#Div0,#Div0,#Div0
graps,0,0,0,1,1,#Div0,0.0,#Div0
methods,0,11,0,0,11,#Div0,#Div0,#Div0
appeal,0,0,0,1,1,#Div0,0.0,#Div0
lesser,0,1,0,0,1,#Div0,#Div0,#Div0
computers,0,7,0,0,7,#Div0,#Div0,#Div0
specialistic,0,1,0,0,1,#Div0,#Div0,#Div0
carrier,0,0,0,1,1,#Div0,0.0,#Div0
formed,0,0,0,1,1,#Div0,0.0,#Div0
Finally,0,14,0,0,14,#Div0,#Div0,#Div0
affirm,0,1,0,0,1,#Div0,#Div0,#Div0
former,0,1,0,0,1,#Div0,#Div0,#Div0
content,0,1,0,0,1,#Div0,#Div0,#Div0
endless,0,0,0,1,1,#Div0,0.0,#Div0
air,0,5,0,0,5,#Div0,#Div0,#Div0
towns,0,2,0,0,2,#Div0,#Div0,#Div0
nowdays,0,2,0,0,2,#Div0,#Div0,#Div0
his,0,110,0,0,110,#Div0,#Div0,#Div0
farmer,0,3,0,0,3,#Div0,#Div0,#Div0
depends,0,6,0,0,6,#Div0,#Div0,#Div0
arisky,0,1,0,0,1,#Div0,#Div0,#Div0
invest,0,2,0,1,3,#Div0,0.0,#Div0
lightning,0,1,0,0,1,#Div0,#Div0,#Div0
economy,0,8,0,0,8,#Div0,#Div0,#Div0
principal,0,2,0,0,2,#Div0,#Div0,#Div0
arrival,0,2,0,0,2,#Div0,#Div0,#Div0
daily,0,6,0,0,6,#Div0,#Div0,#Div0
Consumers,0,1,0,0,1,#Div0,#Div0,#Div0
meaningful,0,1,0,0,1,#Div0,#Div0,#Div0
programs,0,8,0,0,8,#Div0,#Div0,#Div0
operations,0,1,0,0,1,#Div0,#Div0,#Div0
rite,0,1,0,0,1,#Div0,#Div0,#Div0
greatest,0,1,0,0,1,#Div0,#Div0,#Div0
wrning,0,0,0,1,1,#Div0,0.0,#Div0
affected,0,2,0,0,2,#Div0,#Div0,#Div0
beneficilal,0,1,0,0,1,#Div0,#Div0,#Div0
Through,0,2,0,0,2,#Div0,#Div0,#Div0
online,0,2,0,0,2,#Div0,#Div0,#Div0
judging,0,0,0,1,1,#Div0,0.0,#Div0
define,0,3,0,0,3,#Div0,#Div0,#Div0
sleeping,0,4,0,0,4,#Div0,#Div0,#Div0
responsibilties,0,1,0,0,1,#Div0,#Div0,#Div0
diminish,0,1,0,1,2,#Div0,0.0,#Div0
failure,0,5,0,0,5,#Div0,#Div0,#Div0
tipe,0,1,0,0,1,#Div0,#Div0,#Div0
tinking,0,1,0,0,1,#Div0,#Div0,#Div0
lie,0,5,0,0,5,#Div0,#Div0,#Div0
horse,0,1,0,0,1,#Div0,#Div0,#Div0
thant,0,1,0,0,1,#Div0,#Div0,#Div0
Shafeek,0,1,0,0,1,#Div0,#Div0,#Div0
hollywood,0,1,0,0,1,#Div0,#Div0,#Div0
Analyzing,0,1,0,0,1,#Div0,#Div0,#Div0
ex,0,1,0,0,1,#Div0,#Div0,#Div0
independent,0,5,0,0,5,#Div0,#Div0,#Div0
followed,0,2,0,1,3,#Div0,0.0,#Div0
collecting,0,0,0,1,1,#Div0,0.0,#Div0
motivation,0,3,0,0,3,#Div0,#Div0,#Div0
wonderfull,0,1,0,0,1,#Div0,#Div0,#Div0
CPA,0,2,0,0,2,#Div0,#Div0,#Div0
insults,0,1,0,0,1,#Div0,#Div0,#Div0
statmentYoung,0,1,0,0,1,#Div0,#Div0,#Div0
emergincy,0,1,0,0,1,#Div0,#Div0,#Div0
accquire,0,0,0,1,1,#Div0,0.0,#Div0
-,0,8,0,0,8,#Div0,#Div0,#Div0
attitudes,0,3,0,0,3,#Div0,#Div0,#Div0
varieties,0,1,0,0,1,#Div0,#Div0,#Div0
creativity,0,4,0,0,4,#Div0,#Div0,#Div0
Club,0,1,0,0,1,#Div0,#Div0,#Div0
liveare,0,1,0,0,1,#Div0,#Div0,#Div0
teachings,0,1,0,0,1,#Div0,#Div0,#Div0
cooked,0,2,0,0,2,#Div0,#Div0,#Div0
trains,0,11,0,0,11,#Div0,#Div0,#Div0
funiture,0,1,0,0,1,#Div0,#Div0,#Div0
stop,0,7,0,1,8,#Div0,0.0,#Div0
reasearch,0,3,0,0,3,#Div0,#Div0,#Div0
again,0,11,0,0,11,#Div0,#Div0,#Div0
To,0,39,0,0,39,#Div0,#Div0,#Div0
enegy,0,1,0,0,1,#Div0,#Div0,#Div0
motor,0,2,0,0,2,#Div0,#Div0,#Div0
narrow,0,0,0,3,3,#Div0,0.0,#Div0
town,0,1,0,2,3,#Div0,0.0,#Div0
factors,0,15,0,0,15,#Div0,#Div0,#Div0
some,0,141,0,0,141,#Div0,#Div0,#Div0
earm,0,1,0,0,1,#Div0,#Div0,#Div0
knowkedge,0,1,0,0,1,#Div0,#Div0,#Div0
Yet,0,1,0,0,1,#Div0,#Div0,#Div0
rising,0,0,0,1,1,#Div0,0.0,#Div0
NO,0,1,0,0,1,#Div0,#Div0,#Div0
professionally,0,2,0,0,2,#Div0,#Div0,#Div0
scenes,0,2,0,0,2,#Div0,#Div0,#Div0
73,0,1,0,0,1,#Div0,#Div0,#Div0
milk,0,1,0,0,1,#Div0,#Div0,#Div0
design,0,11,0,0,11,#Div0,#Div0,#Div0
sport,0,4,0,0,4,#Div0,#Div0,#Div0
package,0,1,0,0,1,#Div0,#Div0,#Div0
otherwise,0,3,0,0,3,#Div0,#Div0,#Div0
remind,0,1,0,0,1,#Div0,#Div0,#Div0
achool,0,1,0,0,1,#Div0,#Div0,#Div0
stage,0,3,0,9,12,#Div0,0.0,#Div0
regarding,0,5,0,0,5,#Div0,#Div0,#Div0
seller,0,3,0,0,3,#Div0,#Div0,#Div0
societies,0,4,0,0,4,#Div0,#Div0,#Div0
industrial,0,2,0,0,2,#Div0,#Div0,#Div0
fill,1,0,0,1,2,1.0,0.5,0.6666666666666666
17th-18th,0,1,0,0,1,#Div0,#Div0,#Div0
author,0,3,0,0,3,#Div0,#Div0,#Div0
horizental,0,0,0,3,3,#Div0,0.0,#Div0
Honda,0,1,0,0,1,#Div0,#Div0,#Div0
definatlly,0,1,0,0,1,#Div0,#Div0,#Div0
studing,0,7,0,0,7,#Div0,#Div0,#Div0
area,0,5,0,1,6,#Div0,0.0,#Div0
total,0,3,0,0,3,#Div0,#Div0,#Div0
incentives,0,1,0,0,1,#Div0,#Div0,#Div0
myself,0,26,0,0,26,#Div0,#Div0,#Div0
Sometimes,0,6,0,0,6,#Div0,#Div0,#Div0
perosn,0,1,0,0,1,#Div0,#Div0,#Div0
know-how,0,1,0,0,1,#Div0,#Div0,#Div0
emergency,0,1,0,0,1,#Div0,#Div0,#Div0
avoiding,0,3,0,0,3,#Div0,#Div0,#Div0
quality,0,20,0,0,20,#Div0,#Div0,#Div0
incorrect,0,1,0,1,2,#Div0,0.0,#Div0
allocating,0,0,0,1,1,#Div0,0.0,#Div0
insult,0,1,0,0,1,#Div0,#Div0,#Div0
free,0,8,0,14,22,#Div0,0.0,#Div0
strainge,0,1,0,0,1,#Div0,#Div0,#Div0
maturely,0,1,0,0,1,#Div0,#Div0,#Div0
graduated,0,4,0,0,4,#Div0,#Div0,#Div0
everyday,0,19,0,0,19,#Div0,#Div0,#Div0
hour,0,4,0,0,4,#Div0,#Div0,#Div0
proportioned,0,0,0,1,1,#Div0,0.0,#Div0
fedelty,0,1,0,0,1,#Div0,#Div0,#Div0
cruise,0,1,0,0,1,#Div0,#Div0,#Div0
starting,0,2,0,1,3,#Div0,0.0,#Div0
fits,0,0,0,2,2,#Div0,0.0,#Div0
shame,0,2,0,0,2,#Div0,#Div0,#Div0
drink,0,4,0,0,4,#Div0,#Div0,#Div0
Game,0,1,0,0,1,#Div0,#Div0,#Div0
once,0,16,0,0,16,#Div0,#Div0,#Div0
visitores,0,1,0,0,1,#Div0,#Div0,#Div0
vitamines,0,1,0,0,1,#Div0,#Div0,#Div0
aid,0,1,0,0,1,#Div0,#Div0,#Div0
space,0,4,0,5,9,#Div0,0.0,#Div0
club,0,3,0,0,3,#Div0,#Div0,#Div0
avoided,0,2,0,1,3,#Div0,0.0,#Div0
potentially,0,1,0,0,1,#Div0,#Div0,#Div0
concerns,0,6,0,0,6,#Div0,#Div0,#Div0
sells,0,1,0,0,1,#Div0,#Div0,#Div0
There,0,58,0,0,58,#Div0,#Div0,#Div0
ony,0,1,0,0,1,#Div0,#Div0,#Div0
scholl,0,1,0,0,1,#Div0,#Div0,#Div0
spoke,0,1,0,0,1,#Div0,#Div0,#Div0
diffent,0,1,0,0,1,#Div0,#Div0,#Div0
hardly,0,1,0,0,1,#Div0,#Div0,#Div0
what,0,187,0,0,187,#Div0,#Div0,#Div0
attractive,0,1,0,0,1,#Div0,#Div0,#Div0
Working,0,1,0,0,1,#Div0,#Div0,#Div0
leesen,0,1,0,0,1,#Div0,#Div0,#Div0
minutes,0,2,0,0,2,#Div0,#Div0,#Div0
ecperience,0,1,0,0,1,#Div0,#Div0,#Div0
fouty,0,1,0,0,1,#Div0,#Div0,#Div0
Most,0,15,0,0,15,#Div0,#Div0,#Div0
dependent,0,3,0,0,3,#Div0,#Div0,#Div0
retiered,0,1,0,0,1,#Div0,#Div0,#Div0
actors,0,1,0,0,1,#Div0,#Div0,#Div0
thinks,0,2,0,0,2,#Div0,#Div0,#Div0
prefer,0,27,0,0,27,#Div0,#Div0,#Div0
initelligent,0,1,0,0,1,#Div0,#Div0,#Div0
perfect,0,2,0,0,2,#Div0,#Div0,#Div0
discovering,0,1,0,0,1,#Div0,#Div0,#Div0
circle,0,0,0,1,1,#Div0,0.0,#Div0
languge,0,3,0,0,3,#Div0,#Div0,#Div0
Immagine,0,2,0,0,2,#Div0,#Div0,#Div0
Particuarly,0,1,0,0,1,#Div0,#Div0,#Div0
travell,0,1,0,0,1,#Div0,#Div0,#Div0
becuse,0,1,0,0,1,#Div0,#Div0,#Div0
full,0,4,0,13,17,#Div0,0.0,#Div0
These,0,14,0,0,14,#Div0,#Div0,#Div0
compromising,0,1,0,0,1,#Div0,#Div0,#Div0
warming,0,3,0,0,3,#Div0,#Div0,#Div0
ultimately,0,2,0,0,2,#Div0,#Div0,#Div0
green-house,0,0,0,1,1,#Div0,0.0,#Div0
cleary,0,0,0,1,1,#Div0,0.0,#Div0
stems,0,0,0,1,1,#Div0,0.0,#Div0
progresses,0,1,0,0,1,#Div0,#Div0,#Div0
come,0,19,1,1,21,0.0,0.0,#Div0
goverments,0,1,0,0,1,#Div0,#Div0,#Div0
founder,0,1,0,0,1,#Div0,#Div0,#Div0
combined,0,1,0,0,1,#Div0,#Div0,#Div0
cheapter,0,1,0,0,1,#Div0,#Div0,#Div0
light,0,3,0,2,5,#Div0,0.0,#Div0
Enjoying,0,2,0,0,2,#Div0,#Div0,#Div0
wih,0,1,0,0,1,#Div0,#Div0,#Div0
resist,0,0,0,1,1,#Div0,0.0,#Div0
ecological,0,3,0,0,3,#Div0,#Div0,#Div0
grammer,0,1,0,0,1,#Div0,#Div0,#Div0
charing,0,1,0,0,1,#Div0,#Div0,#Div0
careless,0,1,0,0,1,#Div0,#Div0,#Div0
trials,0,0,0,1,1,#Div0,0.0,#Div0
language,0,22,0,0,22,#Div0,#Div0,#Div0
reduce,0,0,0,1,1,#Div0,0.0,#Div0
attitude,0,5,0,0,5,#Div0,#Div0,#Div0
freeway,0,1,0,0,1,#Div0,#Div0,#Div0
item,0,1,0,0,1,#Div0,#Div0,#Div0
want,0,89,0,0,89,#Div0,#Div0,#Div0
possibilities,0,6,0,0,6,#Div0,#Div0,#Div0
produce,0,7,0,1,8,#Div0,0.0,#Div0
lonly,0,1,0,0,1,#Div0,#Div0,#Div0
saving,0,1,0,0,1,#Div0,#Div0,#Div0
Young,0,14,0,0,14,#Div0,#Div0,#Div0
joy,0,3,0,0,3,#Div0,#Div0,#Div0
knock,0,1,0,0,1,#Div0,#Div0,#Div0
sophisticated,0,3,0,0,3,#Div0,#Div0,#Div0
Kuwait,0,1,0,0,1,#Div0,#Div0,#Div0
finals,0,1,0,0,1,#Div0,#Div0,#Div0
writers,0,1,0,0,1,#Div0,#Div0,#Div0
obstacle,0,0,0,2,2,#Div0,0.0,#Div0
connection,0,0,0,5,5,#Div0,0.0,#Div0
liberty,0,1,0,0,1,#Div0,#Div0,#Div0
convenced,0,3,0,0,3,#Div0,#Div0,#Div0
Resulting,0,1,0,0,1,#Div0,#Div0,#Div0
poor,0,12,0,0,12,#Div0,#Div0,#Div0
four,0,2,0,0,2,#Div0,#Div0,#Div0
increasment,0,1,0,0,1,#Div0,#Div0,#Div0
unsatisfied,0,1,0,0,1,#Div0,#Div0,#Div0
security,0,5,0,1,6,#Div0,0.0,#Div0
foreing,0,1,0,0,1,#Div0,#Div0,#Div0
war-experience,0,1,0,0,1,#Div0,#Div0,#Div0
tecnical,0,1,0,0,1,#Div0,#Div0,#Div0
cityes,0,2,0,0,2,#Div0,#Div0,#Div0
statiment,0,1,0,0,1,#Div0,#Div0,#Div0
analyzie,0,1,0,0,1,#Div0,#Div0,#Div0
increased,0,5,0,0,5,#Div0,#Div0,#Div0
healthy,0,9,0,1,10,#Div0,0.0,#Div0
35,0,1,0,0,1,#Div0,#Div0,#Div0
attribute,0,0,0,1,1,#Div0,0.0,#Div0
All,0,15,0,0,15,#Div0,#Div0,#Div0
Suppose,0,1,0,0,1,#Div0,#Div0,#Div0
seek,0,0,0,2,2,#Div0,0.0,#Div0
answer,0,19,0,0,19,#Div0,#Div0,#Div0
trial,0,2,0,0,2,#Div0,#Div0,#Div0
acutually,0,2,0,0,2,#Div0,#Div0,#Div0
Traveling,0,5,0,0,5,#Div0,#Div0,#Div0
Vinci,0,1,0,0,1,#Div0,#Div0,#Div0
beyond,0,0,0,2,2,#Div0,0.0,#Div0
reaction,0,1,0,0,1,#Div0,#Div0,#Div0
select,0,3,0,0,3,#Div0,#Div0,#Div0
ourselver,0,1,0,0,1,#Div0,#Div0,#Div0
oneday,0,1,0,0,1,#Div0,#Div0,#Div0
eastern,0,1,0,0,1,#Div0,#Div0,#Div0
stand,0,1,0,2,3,#Div0,0.0,#Div0
areas,0,6,0,1,7,#Div0,0.0,#Div0
commitee,0,1,0,0,1,#Div0,#Div0,#Div0
beginning,0,2,0,1,3,#Div0,0.0,#Div0
abandon,0,0,0,2,2,#Div0,0.0,#Div0
belows,0,1,0,0,1,#Div0,#Div0,#Div0
begin,0,3,0,0,3,#Div0,#Div0,#Div0
ideas,0,114,0,0,114,#Div0,#Div0,#Div0
latin,0,1,0,0,1,#Div0,#Div0,#Div0
limited,0,4,0,5,9,#Div0,0.0,#Div0
close,0,3,0,4,7,#Div0,0.0,#Div0
news,0,2,0,0,2,#Div0,#Div0,#Div0
succesesful,0,1,0,0,1,#Div0,#Div0,#Div0
exemples,0,1,0,0,1,#Div0,#Div0,#Div0
unless,0,4,0,0,4,#Div0,#Div0,#Div0
latter,0,3,0,0,3,#Div0,#Div0,#Div0
our,0,107,0,1,108,#Div0,0.0,#Div0
anslysing,0,1,0,0,1,#Div0,#Div0,#Div0
set,0,2,0,0,2,#Div0,#Div0,#Div0
deferent,0,1,0,0,1,#Div0,#Div0,#Div0
fellow,0,1,0,0,1,#Div0,#Div0,#Div0
flexibility,0,0,0,2,2,#Div0,0.0,#Div0
mates,0,1,0,0,1,#Div0,#Div0,#Div0
Despite,0,1,0,0,1,#Div0,#Div0,#Div0
reachable,0,0,0,1,1,#Div0,0.0,#Div0
yhan,0,1,0,0,1,#Div0,#Div0,#Div0
adults,0,5,0,0,5,#Div0,#Div0,#Div0
homework,0,1,0,0,1,#Div0,#Div0,#Div0
whether,0,9,0,0,9,#Div0,#Div0,#Div0
hold,0,0,0,2,2,#Div0,0.0,#Div0
didn,0,1,0,0,1,#Div0,#Div0,#Div0
Phillipine,0,1,0,0,1,#Div0,#Div0,#Div0
effects,0,3,0,0,3,#Div0,#Div0,#Div0
ship,0,1,0,0,1,#Div0,#Div0,#Div0
motivated,0,4,0,0,4,#Div0,#Div0,#Div0
conclude,0,5,0,0,5,#Div0,#Div0,#Div0
Plus,0,2,0,0,2,#Div0,#Div0,#Div0
fantastic,0,1,0,1,2,#Div0,0.0,#Div0
Sharing,0,1,0,0,1,#Div0,#Div0,#Div0
manegers,0,1,0,0,1,#Div0,#Div0,#Div0
peronal,0,1,0,0,1,#Div0,#Div0,#Div0
contains,0,1,0,0,1,#Div0,#Div0,#Div0
Passing,0,1,0,0,1,#Div0,#Div0,#Div0
expeirnce,0,1,0,0,1,#Div0,#Div0,#Div0
talks,0,1,0,0,1,#Div0,#Div0,#Div0
periods,0,3,0,0,3,#Div0,#Div0,#Div0
eliminates,0,0,0,1,1,#Div0,0.0,#Div0
stomache,0,1,0,0,1,#Div0,#Div0,#Div0
dagerousness,0,0,0,1,1,#Div0,0.0,#Div0
orphanages,0,1,0,0,1,#Div0,#Div0,#Div0
socially,0,2,0,0,2,#Div0,#Div0,#Div0
lost,0,10,0,2,12,#Div0,0.0,#Div0
cons,0,1,0,0,1,#Div0,#Div0,#Div0
renounce,0,1,0,0,1,#Div0,#Div0,#Div0
learn,0,97,0,0,97,#Div0,#Div0,#Div0
progress,0,1,0,0,1,#Div0,#Div0,#Div0
Direct,0,1,0,0,1,#Div0,#Div0,#Div0
assignments,0,2,0,0,2,#Div0,#Div0,#Div0
