text,source,offset,predicted_label
"So , if they have the connection with their communities , they can help their comunities and also , they would make the time to do that .
",make,21,0
"It is a fact that if the students do not understand a concept and do not understand the ideas , the things surrounded by them would not make any sense and there wouldl be a confusion . 
",be,33,0
"When the student can see the fact , they can accept a reality they face , develope their ideas and think deely and as the result , they will be more independent . 
",see,4,0
"When the student can see the fact , they can accept a reality they face , develope their ideas and think deely and as the result , they will be more independent . 
",accept,10,0
"When the student can see the fact , they can accept a reality they face , develope their ideas and think deely and as the result , they will be more independent . 
",face,14,0
"When the student can see the fact , they can accept a reality they face , develope their ideas and think deely and as the result , they will be more independent . 
",develope,16,0
"When the student can see the fact , they can accept a reality they face , develope their ideas and think deely and as the result , they will be more independent . 
",think,20,0
"I could accept the rality of the lab really easily that time . 
",accept,2,0
"I also could use my imagination and so my thoughs got really deep . 
",use,3,0
"I can learn ideas and concepts from text books , so I think it is really important for the sudents to activate their minds and learn the facts .
",learn,2,0
"I can learn ideas and concepts from text books , so I think it is really important for the sudents to activate their minds and learn the facts .
",think,12,0
"In my opinion , I think that the best way to travel is in a group led by a tour gide because of several reasons . 
",think,5,0
"First , some people feel more comfortable with the group because they not alone . 
",feel,4,0
"second , many people likes to leding by a tour guide to show them the places and explain it to them , also the guide usually use the launguge that the people use it in the country that they traveling to , so that the travelers do not have a launguge problems during their trip . 
",leding,6,0
"second , many people likes to leding by a tour guide to show them the places and explain it to them , also the guide usually use the launguge that the people use it in the country that they traveling to , so that the travelers do not have a launguge problems during their trip . 
",show,12,0
"second , many people likes to leding by a tour guide to show them the places and explain it to them , also the guide usually use the launguge that the people use it in the country that they traveling to , so that the travelers do not have a launguge problems during their trip . 
",explain,17,0
"second , many people likes to leding by a tour guide to show them the places and explain it to them , also the guide usually use the launguge that the people use it in the country that they traveling to , so that the travelers do not have a launguge problems during their trip . 
",use,26,0
"second , many people likes to leding by a tour guide to show them the places and explain it to them , also the guide usually use the launguge that the people use it in the country that they traveling to , so that the travelers do not have a launguge problems during their trip . 
",use,32,0
"Finally , some people like to be organize and follow a schuale that they not responsible of it . 
",be,6,0
"Finally , some people like to be organize and follow a schuale that they not responsible of it . 
",follow,9,0
"People will feel comforatable when they travel with a group of other people that probably their first time to see these places too . 
",feel,2,0
"People will feel comforatable when they travel with a group of other people that probably their first time to see these places too . 
",travel,6,1
"People will feel comforatable when they travel with a group of other people that probably their first time to see these places too . 
",see,19,0
"I belive it will be more intertanments , and make anew frinds . 
",belive,1,0
"I belive it will be more intertanments , and make anew frinds . 
",be,4,0
"I belive it will be more intertanments , and make anew frinds . 
",make,9,0
"Although , it will be many programs during the trip that will make it better than lonly trip . 
",be,4,0
"Although , it will be many programs during the trip that will make it better than lonly trip . 
",make,12,0
"Many people likes to leding by a tour guide to showing them the places , as well to explain it . 
",leding,4,0
"Finally , many people are organizing and they care too much about the time , so that the like to be a part of a group to organize everything for them . 
",be,20,0
"Finally , many people are organizing and they care too much about the time , so that the like to be a part of a group to organize everything for them . 
",organize,27,0
"I agree with the author point of view . 
",agree,1,0
"In addition , most newspapers have specified a number of pages for products advertisements . 
",have,5,0
"However , these companies do not care if they have to lie in presenting accurate information about their products . 
",do,4,0
"However , these companies do not care if they have to lie in presenting accurate information about their products . 
",care,6,0
"However , these companies do not care if they have to lie in presenting accurate information about their products . 
",have,9,0
"However , these companies do not care if they have to lie in presenting accurate information about their products . 
",lie,11,0
"Because of advertisements , some products have become more expensive regardless of their quality . 
",have,6,0
"Because of advertisements , some products have become more expensive regardless of their quality . 
",become,7,0
"Through out the years , Toshiba has proved that they have good quality laptops . 
",have,10,0
"Moreover , people around the world have got an idea stick in their mind that toshiba laptops are the best . 
",have,6,0
"They will remain in believing that Toshiba laptop is always the best . 
",remain,2,0
"I could nt stand having them for one months . 
",stand,3,0
"People spend a lot of money because of the misleading advertisements . 
",spend,1,0
"They do not bother searching more about the product before buying it . 
",do,1,0
"They do not bother searching more about the product before buying it . 
",bother,3,0
"yes , I agree with this statement , it is more important to understand what you are studing in spite of understand few facts , but it is also true that usually fact improve your knowledge of ideas and concepts . 
",agree,3,0
"I mean , if you want to understand an ideas you probably need an exemple , this exemple is the fact . 
",mean,1,0
"I mean , if you want to understand an ideas you probably need an exemple , this exemple is the fact . 
",want,5,0
"I mean , if you want to understand an ideas you probably need an exemple , this exemple is the fact . 
",understand,7,0
"I mean , if you want to understand an ideas you probably need an exemple , this exemple is the fact . 
",need,12,0
"I show you a situation in which facts are extremely releated to the knowledge of a concept : we are in a history classroom , the teacher of an elementery school told his student that the second world war was a very horrorfy event . 
",show,1,0
"The childrens understand the core of the statement , but they do nt know why it is so , or if they really do understand the thing . 
",understand,2,0
"The childrens understand the core of the statement , but they do nt know why it is so , or if they really do understand the thing . 
",do,11,0
"The childrens understand the core of the statement , but they do nt know why it is so , or if they really do understand the thing . 
",know,13,0
"IT can be also stated that learn facts over facts can not really help you , because if you do nt pay attenction to what you are saing you ll never be able to have a true opinion on some topic . 
",be,2,0
"You have to improve your knowledge by add ideas and concept , with an array of clear facts . 
",have,1,0
"You have to improve your knowledge by add ideas and concept , with an array of clear facts . 
",improve,3,0
"Infact it can be inferred that facts are the basis of knowledge because they prepare your mind to a concept , only in this way you can add information . 
",be,3,0
"More over is true that understand ideas and concept is more useful for you than learn just facts , indeed facts can be learned with a mnemonic process , viceversa an idea have to grown up in you , it have to suggest you something . 
",be,22,0
"In conclusion maybe the statement should be it is important for students to understand ideas and concepts , supported by an array of facts that cleary explain the content of those ideas and concepts , so I actually can say that I agree the statement .
",be,6,0
"If I can choose the answer whether I agree or disagree with that the best way is in a groop led by tour guide . 
",choose,3,0
"If I can choose the answer whether I agree or disagree with that the best way is in a groop led by tour guide . 
",agree,8,0
"If I can choose the answer whether I agree or disagree with that the best way is in a groop led by tour guide . 
",disagree,10,0
"I definetly choose the answer that I disaggree with the statment . 
",choose,2,0
"I definetly choose the answer that I disaggree with the statment . 
",disaggree,7,0
"Folowing I will take specific reasons why I dislike trabeling by tour guide . 
",Folowing,0,0
"Folowing I will take specific reasons why I dislike trabeling by tour guide . 
",take,3,0
"Folowing I will take specific reasons why I dislike trabeling by tour guide . 
",dislike,8,0
"Folowing I will take specific reasons why I dislike trabeling by tour guide . 
",trabeling,9,0
"In my case , Now I works very hard in daytime and I might be ordered accidently by the boss to work horiday . 
",work,21,0
"Therefore , I prefer to trabel alone or with few friend by coordinating easy to suit my own work time . 
",prefer,3,0
"Therefore , I prefer to trabel alone or with few friend by coordinating easy to suit my own work time . 
",trabel,5,0
"Second reason I dislike traveling by a tour guide is that guiding can decrease opportunities to communicate people in the destination by using foregin language . 
",dislike,3,0
"Usually , a tour guide can some foregin language and in travel , a guide translate foreing language of destinations and we do not have to use foreign language . 
",do,22,0
"Usually , a tour guide can some foregin language and in travel , a guide translate foreing language of destinations and we do not have to use foreign language . 
",have,24,0
"Usually , a tour guide can some foregin language and in travel , a guide translate foreing language of destinations and we do not have to use foreign language . 
",use,26,0
"I beleive that traveling alone , without tour guide is good for improve my speaking foregin langrages . 
",beleive,1,0
"Last , if I travel abroad alone without a tour guide , I can discover something in my travel with my oun effort . 
",travel,4,0
"Last , if I travel abroad alone without a tour guide , I can discover something in my travel with my oun effort . 
",discover,14,0
"All above of that , I prefer traveling alone or with few friends to traveling in a group by a tour guide . 
",prefer,6,0
"I do agree that young people nowadays do not give enough time to helping their communities . 
",do,1,0
"I do agree that young people nowadays do not give enough time to helping their communities . 
",agree,2,0
"I do agree that young people nowadays do not give enough time to helping their communities . 
",do,7,0
"I do agree that young people nowadays do not give enough time to helping their communities . 
",give,9,0
"I believe this culture change is happening worldwide and considered it is usual these days . 
",believe,1,0
"I also do not remember my parents teaching me to interact with community and spend time for it . 
",do,2,0
"I also do not remember my parents teaching me to interact with community and spend time for it . 
",remember,4,0
"This can be because in my 17 years of life , I moved more than 10 times because of my father s job and every time I moved to new community , it was hard for our family to join easily . 
",be,2,0
"However , nowadays , attending to mass is quite free and not many people critisises you if you do not attend to the mass . 
",attend,20,0
"Human beings can not live without interacting each other and it is very imporant to be a well being and help each other without benefits . 
",live,4,0
"It is such a hard thing to predict whether in twenty years there will be fewer cars in use than there is today or not . 
",be,14,0
"In my opinion , I think that the number of cars wo nt decrease . 
",think,5,0
"In my opinion , I think that the number of cars wo nt decrease . 
",nt,12,0
"In fact , I think that there will be more cars in the future , than there are today . 
",think,4,0
"In fact , I think that there will be more cars in the future , than there are today . 
",be,8,0
"One reason that may lead to the increase in the number of cars used , is the increasing number in population . 
",lead,4,0
"Having a cheap energy source decreases the running cost of owning a car , and thus encourages more people to purchase and own cars . 
",Having,0,0
"Advancement in technology will increase the number of cars significantly . 
",increase,4,0
"Thus , it will be possible to produce cheaper cars in shorter periods of time . 
",be,4,0
"Thus , it will be possible to produce cheaper cars in shorter periods of time . 
",produce,7,0
"To sum up , Its like a supply and demand issue . 
",sum,1,0
"So , in Twenty years from now , there will be more cars in use than there are today .
",be,10,0
"I agree with the statement that young people nowadays do not give enough time to helping their communities . 
",agree,1,0
"I agree with the statement that young people nowadays do not give enough time to helping their communities . 
",do,9,0
"I agree with the statement that young people nowadays do not give enough time to helping their communities . 
",give,11,0
"Three reasons can be thought of when thinking about this issue . 
",be,3,0
"Firstly , young people seem to be busy with their own life , and has less interest in their own communities . 
",seem,4,0
"Firstly , young people seem to be busy with their own life , and has less interest in their own communities . 
",be,6,0
"There , they study on subjects they have interest in , and they may also be participating in a circle or an after school activitiy . 
",study,3,1
"There , they study on subjects they have interest in , and they may also be participating in a circle or an after school activitiy . 
",have,7,0
"There , they study on subjects they have interest in , and they may also be participating in a circle or an after school activitiy . 
",be,15,0
"It can be guessed that young people spend more time there , instead of helping out at local communities . 
",be,2,0
"For example , in big cities with people living in high building appartments , it is normal for people to not know most of the people who live there . 
",live,27,0
"You might see some people once in a while , but in a busy life , there is rarely a chance to really get together to form a community . 
",see,2,0
"Therefore , young people do not spend time to help out in their communities . 
",do,4,0
"Therefore , young people do not spend time to help out in their communities . 
",spend,6,0
"Therefore , young people do not spend time to help out in their communities . 
",help,9,0
"These people gather and organize community activities and spread it to neighbors . 
",gather,2,0
"These people gather and organize community activities and spread it to neighbors . 
",organize,4,0
"These people gather and organize community activities and spread it to neighbors . 
",spread,8,0
"You need to plan out things to do , and also go knock on doors to ask for participation . 
",need,1,0
"You need to plan out things to do , and also go knock on doors to ask for participation . 
",plan,3,0
"You need to plan out things to do , and also go knock on doors to ask for participation . 
",do,7,0
"You need to plan out things to do , and also go knock on doors to ask for participation . 
",go,11,0
"You need to plan out things to do , and also go knock on doors to ask for participation . 
",ask,16,0
"This might be one of the reasons that youg people spend less time in community when compared with older people . 
",be,2,0
"This might be one of the reasons that youg people spend less time in community when compared with older people . 
",youg,8,0
"This might be one of the reasons that youg people spend less time in community when compared with older people . 
",spend,10,0
"From these three points that I have stated above , I agree that young people nowadays do not give enough time to helping their communities . 
",have,6,0
"Young people might be energetic and be a big help , but when their interest is somewhere else , it is difficult to bring back their attention .
",be,3,0
"Young people might be energetic and be a big help , but when their interest is somewhere else , it is difficult to bring back their attention .
",be,6,0
"I do nt agree with the best way to travel is in a group led by a tour guide . 
",do,1,0
"I do nt agree with the best way to travel is in a group led by a tour guide . 
",agree,3,0
"There are some reasons to dislike to be led by a tour guide while I am traveling in a group . 
",be,7,0
"At my culture trip on my school event , we ca nt behave freely because there is a guide . 
",behave,12,0
"we have ecperience many times . 
",have,1,0
"It is hard for us to spend , because ew have to write reports about the place , so we have to be led by a tour guide even we do nt like it . 
",be,22,0
"Finally , I think that the best way to travel in a group is that to behave ownself . 
",think,3,0
"Finally , I think that the best way to travel in a group is that to behave ownself . 
",travel,9,1
"To be led by a tour guide is not happy and awful . 
",be,1,0
"Sometime we can learn something that a tour guide does nt know . 
",learn,3,0
"I do not agree nor disagree with the statement . 
",do,1,0
"I do not agree nor disagree with the statement . 
",agree,3,0
"I do not agree nor disagree with the statement . 
",disagree,5,0
"I strongly believe there are advantages as well as disadvantages in all phases of life , in youth as in old age . 
",believe,2,0
"Changing your mind like that would not be possible when you re like , say , 40 years old : no matter how hard you work , the competition will probably have been into your field for 10 or more years than you have , and that kind of gap is practically impossible to fill . 
",Changing,0,0
"Changing your mind like that would not be possible when you re like , say , 40 years old : no matter how hard you work , the competition will probably have been into your field for 10 or more years than you have , and that kind of gap is practically impossible to fill . 
",be,7,0
"Changing your mind like that would not be possible when you re like , say , 40 years old : no matter how hard you work , the competition will probably have been into your field for 10 or more years than you have , and that kind of gap is practically impossible to fill . 
",re,11,0
"Changing your mind like that would not be possible when you re like , say , 40 years old : no matter how hard you work , the competition will probably have been into your field for 10 or more years than you have , and that kind of gap is practically impossible to fill . 
",say,14,0
"Changing your mind like that would not be possible when you re like , say , 40 years old : no matter how hard you work , the competition will probably have been into your field for 10 or more years than you have , and that kind of gap is practically impossible to fill . 
",work,25,1
"Changing your mind like that would not be possible when you re like , say , 40 years old : no matter how hard you work , the competition will probably have been into your field for 10 or more years than you have , and that kind of gap is practically impossible to fill . 
",have,31,0
"So , if you re 40 years old and you ve been , say , a theater actress , you re probably bound to stay that ; or at least , you do nt have all the opportunities you d have had , had you changed your mind at a younger age : in short , I guess we can safely say that getting old reduces the opportunities of successfully changing your career field . 
",re,4,0
"So , if you re 40 years old and you ve been , say , a theater actress , you re probably bound to stay that ; or at least , you do nt have all the opportunities you d have had , had you changed your mind at a younger age : in short , I guess we can safely say that getting old reduces the opportunities of successfully changing your career field . 
",ve,10,0
"It is wise though not to generalize too much : in those countries where the job market does not present high levels of protection , job-security might be low for the old as well as for the young ; and when divorce is a popular behavior , your dream of a happy family can be easily shattered and turn into a nightmare .
",be,27,0
"I disagree with this statment , i think older people enjoy life more then yonger ones , becouse older people have the money , the time the and health . 
",disagree,1,0
"I disagree with this statment , i think older people enjoy life more then yonger ones , becouse older people have the money , the time the and health . 
",think,7,0
"I disagree with this statment , i think older people enjoy life more then yonger ones , becouse older people have the money , the time the and health . 
",enjoy,10,0
"I disagree with this statment , i think older people enjoy life more then yonger ones , becouse older people have the money , the time the and health . 
",have,20,0
"As of the money older people have alot of money form their savings over the years , form down sizing as they dont need to be in big houses so they down size as they move in smaller houses and get alot of money from this , also they have their retierment plans which give them good money every month which they can relay on . 
",have,6,0
"As of the money older people have alot of money form their savings over the years , form down sizing as they dont need to be in big houses so they down size as they move in smaller houses and get alot of money from this , also they have their retierment plans which give them good money every month which they can relay on . 
",form,10,0
"As of the money older people have alot of money form their savings over the years , form down sizing as they dont need to be in big houses so they down size as they move in smaller houses and get alot of money from this , also they have their retierment plans which give them good money every month which they can relay on . 
",form,17,0
"As of the money older people have alot of money form their savings over the years , form down sizing as they dont need to be in big houses so they down size as they move in smaller houses and get alot of money from this , also they have their retierment plans which give them good money every month which they can relay on . 
",size,32,0
"As of the time mostof them are retiered so they have alot of time to enjoy so you will find them traveling alot engaged in social activity doing fancy sports like golfing , sailing and fishing which need alot of money and time . 
",mostof,4,0
"if we go through the economics magazines we will find alot of atrticals about the elderly people and the baby boomers and how much they spend on traveling , entertaiment and sports . 
",go,2,0
"if we go through the economics magazines we will find alot of atrticals about the elderly people and the baby boomers and how much they spend on traveling , entertaiment and sports . 
",find,9,0
"if we go through the economics magazines we will find alot of atrticals about the elderly people and the baby boomers and how much they spend on traveling , entertaiment and sports . 
",spend,25,0
"Also they have exelent health servecise they have the most advanced health facilitis in the world , you can see now that the avarage life span for the female in the USA is 79 years for the male is 73 years , so they have every thing to enjoy thier life . 
",have,2,0
"Also they have exelent health servecise they have the most advanced health facilitis in the world , you can see now that the avarage life span for the female in the USA is 79 years for the male is 73 years , so they have every thing to enjoy thier life . 
",have,7,0
"Also they have exelent health servecise they have the most advanced health facilitis in the world , you can see now that the avarage life span for the female in the USA is 79 years for the male is 73 years , so they have every thing to enjoy thier life . 
",see,19,0
"On the other hand youner people have to work very hard to pay their bills for example if a graduate student is working in a good job and have good career he has to work very hard in order to pay his student loans , if he dosent have a loan he has to pay his mortgage on his house , if a young person doesnot have an acadimic dgree he or she has to work in more than one job in order to live decent life so after a hard working day both of them donot have the time or energy to enjoy or do some thing else , and if they want to do any thing they have to plan it a years ahead charge it on credit card and then pay later over the years with the intrest , also younger people have to work hard and plan for their retirment . 
",have,6,0
"On the other hand youner people have to work very hard to pay their bills for example if a graduate student is working in a good job and have good career he has to work very hard in order to pay his student loans , if he dosent have a loan he has to pay his mortgage on his house , if a young person doesnot have an acadimic dgree he or she has to work in more than one job in order to live decent life so after a hard working day both of them donot have the time or energy to enjoy or do some thing else , and if they want to do any thing they have to plan it a years ahead charge it on credit card and then pay later over the years with the intrest , also younger people have to work hard and plan for their retirment . 
",work,8,0
"On the other hand youner people have to work very hard to pay their bills for example if a graduate student is working in a good job and have good career he has to work very hard in order to pay his student loans , if he dosent have a loan he has to pay his mortgage on his house , if a young person doesnot have an acadimic dgree he or she has to work in more than one job in order to live decent life so after a hard working day both of them donot have the time or energy to enjoy or do some thing else , and if they want to do any thing they have to plan it a years ahead charge it on credit card and then pay later over the years with the intrest , also younger people have to work hard and plan for their retirment . 
",pay,12,0
"So after all these resons i think older poeple are enjoing their life more then younger ones .
",i,5,0
"So after all these resons i think older poeple are enjoing their life more then younger ones .
",think,6,0
"In reality young people today do help the community but the factor that should be looked at is when do they help the community . 
",do,5,0
"In reality young people today do help the community but the factor that should be looked at is when do they help the community . 
",help,6,0
"In reality young people today do help the community but the factor that should be looked at is when do they help the community . 
",be,14,0
"They help the community every summer when the work load of school is decreased . 
",help,1,0
"During the summer young people look for summer jobs helping their families and working in small businesses . 
",look,5,0
"These summer jobs that each young person is dedicated to bring the community closer and help the community be stronger for the future . 
",be,18,0
"In another example when a young person volunteers in the summer to work in an orphanage they are helping the community greatly because when any person volunteers they are giving without expecting something back ; they are giving to help the community . 
",work,12,1
"The question that should be asked is how much time should each person give to helping the communtity ? 
",be,4,0
"Each young person should dedicate the time they gave to helping the community during the summer throughout the whole year . 
",dedicate,4,0
"I disagree with the statement . 
",disagree,1,0
"It s connected with emotions . 
",s,1,0
"You can imagine how could be this relationship if it s led by someone else , a guide ! 
",imagine,2,0
"You can imagine how could be this relationship if it s led by someone else , a guide ! 
",be,5,0
"You can imagine how could be this relationship if it s led by someone else , a guide ! 
",s,10,0
"You can not plan in advance exactly what you are going to receive from something that you do nt know yet . 
",plan,3,0
"Of course you have to make a plan of your trip especially according with your time and budget available , but it s always important have the opportunity to change if you find something that you do nt enjoy . 
",have,3,0
"Of course you have to make a plan of your trip especially according with your time and budget available , but it s always important have the opportunity to change if you find something that you do nt enjoy . 
",make,5,0
"A guide may be usefull for old people , because they have no more the energy to organize all the trip . 
",be,3,0
"A guide may be usefull for old people , because they have no more the energy to organize all the trip . 
",have,11,0
"A guide may be usefull for old people , because they have no more the energy to organize all the trip . 
",organize,17,0
"And travel with other people can be an opportunity to feel more security . 
",be,6,0
"And travel with other people can be an opportunity to feel more security . 
",feel,10,0
"It s a waste of time waiting for other decision . 
",s,1,0
"I want Travel alone is also cheeper , because you can choose your own
",want,1,0
"I believe that the young people nowadays are at least trying to give enough time to help their communities . 
",believe,1,0
"However , we can help others little by litte . 
",help,4,0
"We sometimes collect clothes , pencils , toys , and books for children and send them . 
",collect,2,0
"Then we get thanks letters from those children , which is are primary source of our happiness and motivation for commitment in the club . 
",get,2,0
"Most of the students join in one of those clubs , and some of them even join in all of them . 
",join,4,0
"Although we are busy with our lives , we do try to somehow be in part of the service program for other countries . 
",be,13,0
"We make rice balls for homeless people on the weekends , and visit orphanage shelter about once a month . 
",make,1,0
"We also support the Runnathon acitivity once a year with American Club . 
",support,2,0
"Moreover , we have meetings almost every week to keep in our minds that we are NHS members and it is necessary to think about the issues of service programs . 
",have,3,0
"Moreover , we have meetings almost every week to keep in our minds that we are NHS members and it is necessary to think about the issues of service programs . 
",keep,9,0
"We actively help and support our neighbors . 
",help,2,0
"We actively help and support our neighbors . 
",support,4,0
"We know somehow that we should be in part of some services , or at least think about it . 
",know,1,0
"We know somehow that we should be in part of some services , or at least think about it . 
",be,6,0
"I do not believe in necessity of having enough time for service . 
",do,1,0
"I do not believe in necessity of having enough time for service . 
",believe,3,0
"Even a little action can help someone , and that is how my school builds the sense of service towards others .
",help,5,0
"I think that the number of cars must be reduced for a lot of reason of any kind . 
",think,1,0
"I think that the number of cars must be reduced for a lot of reason of any kind . 
",be,8,0
"And the more people continue buying the cars at any price the more the price will rise Air pollution is caused by car : have you ever asked yourself how does it cost all the publics works to clean the building of the cityes from the thick dark layer of smog that cover them ? , or how dose it cost to restore the streets every two years ? 
",continue,4,0
"The public transport can be more efficiet and less stressing : I think that public transport are the ony solution to the problem of the cars . 
",be,4,0
"The public transport can be more efficiet and less stressing : I think that public transport are the ony solution to the problem of the cars . 
",think,12,0
"We offcourse can not avoid to travel , we need to , we only have to consider more efficient way to move . 
",offcourse,1,0
"We offcourse can not avoid to travel , we need to , we only have to consider more efficient way to move . 
",avoid,4,0
"We offcourse can not avoid to travel , we need to , we only have to consider more efficient way to move . 
",travel,6,0
"We offcourse can not avoid to travel , we need to , we only have to consider more efficient way to move . 
",need,9,0
"We offcourse can not avoid to travel , we need to , we only have to consider more efficient way to move . 
",have,14,0
"We offcourse can not avoid to travel , we need to , we only have to consider more efficient way to move . 
",consider,16,0
"I think that future must go in this direction to have a safe life for us and for future generations .
",think,1,0
"I think that future must go in this direction to have a safe life for us and for future generations .
",go,5,0
"I think that future must go in this direction to have a safe life for us and for future generations .
",have,10,0
"I remember when i was a young person , it was the best time of my life i had meet alot a friends , its true am still in contact with them till now but it is just not the same thing when we were young , we dont see each other more often like we use to do , every time we want to meet we have to schedule our meetings in advance , and even when we meet we dont have fun like we use to do . 
",remember,1,0
"Is it the age or what ? 
",Is,0,0
"we can not stay up late anymore , we are thinking about collecting momey and the difficulties and responsabilities of life . 
",stay,3,0
"Another point to be mentioned is the health , i am an athlete , i enjoy doing sport , gathering with my friends around a soccer game , but unfornately i can not do this anymore . 
",be,3,0
"Every time i do a small effort i stop right away because i can not continue . 
",do,3,0
"Every time i do a small effort i stop right away because i can not continue . 
",stop,8,0
"Another thing to talk about it the house duties , shoping cleaning kisd demands , we have to do all of this over the weekend when we have a little of free time All these things make us more and more busy not enjoying life and days after day with someone becoming older responsabilities increase i think young people enjoy life more yhan old people .
",talk,3,0
"Some people believe succesesful people are only from their knowledge that was acquired in previous their life while others do believe that successful people are made up from an effort of trying new things and taking risks . 
",believe,2,0
"I read some books of skiing , watching videos , consulted with my senior friend who is good at skiing . 
",read,1,0
"I beleive the time has ultimate value in my life . 
",beleive,1,0
"If boths way can give me a primises of successful life , I choose the success is based on time saved method . 
",give,4,0
"If boths way can give me a primises of successful life , I choose the success is based on time saved method . 
",choose,13,0
"Therefore , I prefer to knowledge since knowledge save a time than the trying and taking risks actions do .
",prefer,3,0
"Therefore , I prefer to knowledge since knowledge save a time than the trying and taking risks actions do .
",knowledge,5,0
"Therefore , I prefer to knowledge since knowledge save a time than the trying and taking risks actions do .
",save,8,0
"Cars have been the means of transportation around the world for centuries . 
",have,1,0
"So will there be fewer cars in use twenty years from now ? 
",be,3,0
"Well , I think that the car will very much be present twenty years from now and probably with more users then ever , with a few changes to the car s functions and design of course . 
",think,3,0
"Well , I think that the car will very much be present twenty years from now and probably with more users then ever , with a few changes to the car s functions and design of course . 
",be,10,0
"I think that the car will change greatly over a twenty year period . 
",think,1,0
"I think that the car will change greatly over a twenty year period . 
",change,6,0
"Resulting in a burst of popularlity with many individuals around the world . 
",Resulting,0,0
"I think that many of the functions of the cars will be changed as well . 
",think,1,0
"I think that the car , twenty years from now will use electric fuel not gasoline . 
",think,1,0
"I think that the car , twenty years from now will use electric fuel not gasoline . 
",use,11,0
"I think this because there are many problems arising around the world regarding the price of gasoline . 
",think,1,0
"I feel that the car industry will thus , shift its vision on cars from gasoline to highly productive , well-made electric cars . 
",feel,1,0
"I feel that the car industry will thus , shift its vision on cars from gasoline to highly productive , well-made electric cars . 
",shift,9,0
"These electric cars will not only run on small amounts of electricity , but it will also have no exhaust pollution , creating a better and cleaner environment . 
",run,6,1
"These electric cars will not only run on small amounts of electricity , but it will also have no exhaust pollution , creating a better and cleaner environment . 
",have,17,0
"I feel that with the environmentally friendly benefits and with the attachment that society already has on cars will make people keep riding cars . 
",feel,1,0
"I also think that there will not be fewer cars in twenty years because I think that many people in many socities are very attached to the car . 
",think,2,0
"I also think that there will not be fewer cars in twenty years because I think that many people in many socities are very attached to the car . 
",be,7,0
"I also think that there will not be fewer cars in twenty years because I think that many people in many socities are very attached to the car . 
",think,15,0
"Therefore , I feel that there will not be a decline in the use of cars because ; by losing the car you will lose many traditions , and traditions are a part of culture . 
",feel,3,0
"Therefore , I feel that there will not be a decline in the use of cars because ; by losing the car you will lose many traditions , and traditions are a part of culture . 
",be,8,0
"Therefore , I feel that there will not be a decline in the use of cars because ; by losing the car you will lose many traditions , and traditions are a part of culture . 
",lose,24,0
"The attachment to cars by the human society and the possiblity to alter cars to better suit the needs of the environment and the people , make me conclude that the usage of cars will not decline in twenty years .
",alter,12,0
"The attachment to cars by the human society and the possiblity to alter cars to better suit the needs of the environment and the people , make me conclude that the usage of cars will not decline in twenty years .
",suit,16,0
"The attachment to cars by the human society and the possiblity to alter cars to better suit the needs of the environment and the people , make me conclude that the usage of cars will not decline in twenty years .
",make,26,0
"The attachment to cars by the human society and the possiblity to alter cars to better suit the needs of the environment and the people , make me conclude that the usage of cars will not decline in twenty years .
",conclude,28,0
"The attachment to cars by the human society and the possiblity to alter cars to better suit the needs of the environment and the people , make me conclude that the usage of cars will not decline in twenty years .
",decline,36,0
"I do nt think that there will be fewer cars in use than there are today by three reasons . 
",do,1,0
"I do nt think that there will be fewer cars in use than there are today by three reasons . 
",think,3,0
"I do nt think that there will be fewer cars in use than there are today by three reasons . 
",be,7,0
"As many people know , cars are very convinient and usefull machine . 
",know,3,0
"In Japan you can get a drivers lisence for no reasons except if your are older than 18 . 
",get,4,0
"In a several years , I think cars wo nt use a gasoline than now . 
",think,6,0
"In a several years , I think cars wo nt use a gasoline than now . 
",use,10,0
"In the future , there may be a car that moves only by a electricities and not by gasoline . 
",be,6,0
"This can prevent a green-house effect . 
",prevent,2,0
"So there will be any reasons for not useing a car . 
",be,3,0
"If you do nt use a car for transport , there should be a alternative transportation . 
",do,2,0
"If you do nt use a car for transport , there should be a alternative transportation . 
",use,4,0
"If you do nt use a car for transport , there should be a alternative transportation . 
",be,12,0
"Not useing a car means you have to use a different transportation to go somewhere . 
",use,8,0
"I disagree with that young people enjoy life more than older people do becasue the following reason . 
",disagree,1,0
"I disagree with that young people enjoy life more than older people do becasue the following reason . 
",enjoy,6,0
"I disagree with that young people enjoy life more than older people do becasue the following reason . 
",do,12,0
"I disagree with that young people enjoy life more than older people do becasue the following reason . 
",becasue,13,0
"To enjoy life , first thing we have to realize is how precious our lives are . 
",enjoy,1,0
"To enjoy life , first thing we have to realize is how precious our lives are . 
",have,7,0
"To enjoy life , first thing we have to realize is how precious our lives are . 
",realize,9,0
"Without appriciate our lives we never really enjoy neither youth or life . 
",enjoy,7,0
"Even though they are many things from they can take advantages , such as education for all children , development of computer systems , easy access to all around the world , avalability of social supports and so on , they do not seem to be happy . 
",be,45,0
"They rather seem to take all advatages for granted or do not realize how lucky they are . 
",seem,2,0
"They rather seem to take all advatages for granted or do not realize how lucky they are . 
",take,4,0
"Instead they learn the word That s life or That s the way it is with a feeling of giving up . 
",learn,2,0
"Instead they learn the word That s life or That s the way it is with a feeling of giving up . 
",s,6,0
"So , those chirdlen grow up and become young adult who has no vision for the future . 
",grow,4,0
"So , those chirdlen grow up and become young adult who has no vision for the future . 
",become,7,0
