token,tp_cases,fp_cases,tn_cases,fn_cases,total_cases,precision,recall,f1-score
enhance,0,2,0,0,2,0.0,#Div0,#Div0
estimate,0,1,0,0,1,0.0,#Div0,#Div0
considered,0,10,1,0,11,0.0,#Div0,#Div0
designed,0,2,0,0,2,0.0,#Div0,#Div0
avalible,0,0,0,1,1,#Div0,0.0,#Div0
mislead,0,0,0,1,1,#Div0,0.0,#Div0
consume,2,2,0,0,4,0.5,1.0,0.6666666666666666
expect,0,1,0,0,1,0.0,#Div0,#Div0
child,0,1,0,0,1,0.0,#Div0,#Div0
unselfish,0,1,0,0,1,0.0,#Div0,#Div0
colors,0,0,1,0,1,#Div0,#Div0,#Div0
policy,0,0,1,0,1,#Div0,#Div0,#Div0
desired,0,1,0,0,1,0.0,#Div0,#Div0
fixed,1,0,0,0,1,1.0,1.0,1.0
quality,0,7,0,0,7,0.0,#Div0,#Div0
elements,0,0,0,2,2,#Div0,0.0,#Div0
incredible,0,3,0,0,3,0.0,#Div0,#Div0
retired,0,3,0,0,3,0.0,#Div0,#Div0
doors,0,0,0,1,1,#Div0,0.0,#Div0
line,0,0,0,4,4,#Div0,0.0,#Div0
transport,0,4,0,0,4,0.0,#Div0,#Div0
two,0,0,0,1,1,#Div0,0.0,#Div0
received,0,7,0,0,7,0.0,#Div0,#Div0
dots,0,0,0,1,1,#Div0,0.0,#Div0
previous,0,1,0,0,1,0.0,#Div0,#Div0
junk,0,0,0,2,2,#Div0,0.0,#Div0
habit,0,1,0,0,1,0.0,#Div0,#Div0
appealing,0,0,0,2,2,#Div0,0.0,#Div0
philosopher,0,1,0,0,1,0.0,#Div0,#Div0
profitable,0,1,0,0,1,0.0,#Div0,#Div0
situation,0,5,0,0,5,0.0,#Div0,#Div0
legend,0,0,0,1,1,#Div0,0.0,#Div0
schedule,0,2,2,0,4,0.0,#Div0,#Div0
leads,9,1,0,0,10,0.9,1.0,0.9473684210526316
reasons,0,1,0,0,1,0.0,#Div0,#Div0
anybody,0,1,0,0,1,0.0,#Div0,#Div0
remarkable,0,1,0,0,1,0.0,#Div0,#Div0
page,0,1,0,0,1,0.0,#Div0,#Div0
destination,0,0,0,1,1,#Div0,0.0,#Div0
rice,0,1,0,0,1,0.0,#Div0,#Div0
graduated,0,3,0,0,3,0.0,#Div0,#Div0
wall,0,1,0,0,1,0.0,#Div0,#Div0
chose,0,0,2,0,2,#Div0,#Div0,#Div0
favorite,0,2,0,0,2,0.0,#Div0,#Div0
arrived,0,3,0,0,3,0.0,#Div0,#Div0
become,2,31,0,0,33,0.06060606060606061,1.0,0.1142857142857143
discouraged,0,1,0,0,1,0.0,#Div0,#Div0
law,0,0,1,2,3,#Div0,0.0,#Div0
tells,0,5,0,1,6,0.0,0.0,#Div0
Travelling,0,3,0,0,3,0.0,#Div0,#Div0
total,0,3,0,0,3,0.0,#Div0,#Div0
somthing,0,1,0,0,1,0.0,#Div0,#Div0
preventing,0,1,0,0,1,0.0,#Div0,#Div0
pack,0,1,0,0,1,0.0,#Div0,#Div0
turned,0,1,0,0,1,0.0,#Div0,#Div0
attractive,0,1,0,0,1,0.0,#Div0,#Div0
orginal,0,1,0,0,1,0.0,#Div0,#Div0
ware,0,2,0,0,2,0.0,#Div0,#Div0
carry,1,0,0,2,3,1.0,0.3333333333333333,0.5
musical,0,1,0,0,1,0.0,#Div0,#Div0
symbol,2,0,0,0,2,1.0,1.0,1.0
customers,0,2,0,0,2,0.0,#Div0,#Div0
consists,0,1,0,0,1,0.0,#Div0,#Div0
results,0,2,0,0,2,0.0,#Div0,#Div0
All,0,1,0,0,1,0.0,#Div0,#Div0
classmate,0,1,0,0,1,0.0,#Div0,#Div0
recruit,0,2,0,0,2,0.0,#Div0,#Div0
little,1,16,0,1,18,0.058823529411764705,0.5,0.10526315789473684
live,0,30,0,0,30,0.0,#Div0,#Div0
films,0,0,1,0,1,#Div0,#Div0,#Div0
sailing,0,2,0,0,2,0.0,#Div0,#Div0
friendly,1,0,0,0,1,1.0,1.0,1.0
selfish,0,3,0,0,3,0.0,#Div0,#Div0
qualified,0,1,0,0,1,0.0,#Div0,#Div0
jobs,0,4,0,0,4,0.0,#Div0,#Div0
usefulness,0,1,0,0,1,0.0,#Div0,#Div0
chinese,0,3,0,0,3,0.0,#Div0,#Div0
financial,0,7,0,0,7,0.0,#Div0,#Div0
behave,0,3,0,0,3,0.0,#Div0,#Div0
look,4,18,0,1,23,0.18181818181818182,0.8,0.2962962962962963
becaue,0,1,0,0,1,0.0,#Div0,#Div0
attractions,1,0,0,0,1,1.0,1.0,1.0
fees,0,1,0,0,1,0.0,#Div0,#Div0
from,0,0,0,12,12,#Div0,0.0,#Div0
availible,0,0,0,1,1,#Div0,0.0,#Div0
false,1,3,0,0,4,0.25,1.0,0.4
offcourse,0,1,0,0,1,0.0,#Div0,#Div0
quantneeded,0,1,0,0,1,0.0,#Div0,#Div0
judging,1,0,0,0,1,1.0,1.0,1.0
many,0,196,0,0,196,0.0,#Div0,#Div0
richness,0,0,0,1,1,#Div0,0.0,#Div0
positive,0,5,0,0,5,0.0,#Div0,#Div0
interests,0,1,0,0,1,0.0,#Div0,#Div0
symptoms,0,1,0,0,1,0.0,#Div0,#Div0
service,0,1,0,0,1,0.0,#Div0,#Div0
n,0,1,0,0,1,0.0,#Div0,#Div0
throw,1,0,0,0,1,1.0,1.0,1.0
marine,0,1,0,0,1,0.0,#Div0,#Div0
fast,0,2,0,2,4,0.0,0.0,#Div0
responsibilities,0,1,0,0,1,0.0,#Div0,#Div0
catastrophic,1,0,0,0,1,1.0,1.0,1.0
untrue,0,1,0,0,1,0.0,#Div0,#Div0
healthy,1,0,0,0,1,1.0,1.0,1.0
tp,0,1,0,0,1,0.0,#Div0,#Div0
serve,2,0,0,0,2,1.0,1.0,1.0
re,0,6,0,0,6,0.0,#Div0,#Div0
fit,2,0,0,0,2,1.0,1.0,1.0
exceed,0,1,0,0,1,0.0,#Div0,#Div0
hope,0,1,0,0,1,0.0,#Div0,#Div0
gas,0,1,0,0,1,0.0,#Div0,#Div0
chances,0,1,0,0,1,0.0,#Div0,#Div0
derives,0,0,0,1,1,#Div0,0.0,#Div0
correct,0,1,0,0,1,0.0,#Div0,#Div0
study,0,31,0,0,31,0.0,#Div0,#Div0
becasue,0,1,0,0,1,0.0,#Div0,#Div0
broad,49,0,0,1,50,1.0,0.98,0.98989898989899
ner,0,1,0,0,1,0.0,#Div0,#Div0
saying,0,9,0,0,9,0.0,#Div0,#Div0
concentrates,1,0,0,0,1,1.0,1.0,1.0
saing,0,1,0,0,1,0.0,#Div0,#Div0
destroyed,0,1,0,0,1,0.0,#Div0,#Div0
probaly,0,1,0,0,1,0.0,#Div0,#Div0
day,0,1,3,0,4,0.0,#Div0,#Div0
fifty,0,2,0,0,2,0.0,#Div0,#Div0
consider,0,8,4,0,12,0.0,#Div0,#Div0
gather,2,1,0,0,3,0.6666666666666666,1.0,0.8
limitation,0,1,0,0,1,0.0,#Div0,#Div0
regarding,0,5,0,0,5,0.0,#Div0,#Div0
Suppose,0,1,0,0,1,0.0,#Div0,#Div0
did,0,26,0,0,26,0.0,#Div0,#Div0
tranport,0,1,0,0,1,0.0,#Div0,#Div0
loyalty,0,0,0,1,1,#Div0,0.0,#Div0
system,0,2,3,2,7,0.0,0.0,#Div0
adjust,1,1,0,0,2,0.5,1.0,0.6666666666666666
assistant,0,1,0,0,1,0.0,#Div0,#Div0
episodes,0,0,0,1,1,#Div0,0.0,#Div0
sensation,0,1,0,0,1,0.0,#Div0,#Div0
failure,0,1,0,0,1,0.0,#Div0,#Div0
student,0,3,0,0,3,0.0,#Div0,#Div0
includes,0,2,0,0,2,0.0,#Div0,#Div0
production,0,1,0,0,1,0.0,#Div0,#Div0
risky,0,8,0,0,8,0.0,#Div0,#Div0
forming,2,0,0,0,2,1.0,1.0,1.0
broke,1,0,0,0,1,1.0,1.0,1.0
proved,0,3,0,0,3,0.0,#Div0,#Div0
flexiblly,0,0,0,2,2,#Div0,0.0,#Div0
rough,1,1,0,0,2,0.5,1.0,0.6666666666666666
thought,0,8,0,0,8,0.0,#Div0,#Div0
especialy,0,1,0,0,1,0.0,#Div0,#Div0
pains,1,0,0,0,1,1.0,1.0,1.0
Kong,0,1,0,0,1,0.0,#Div0,#Div0
keep,9,15,0,0,24,0.375,1.0,0.5454545454545454
limitations,0,0,0,2,2,#Div0,0.0,#Div0
spends,1,1,0,1,3,0.5,0.5,0.5
hand,0,0,0,3,3,#Div0,0.0,#Div0
maker,0,1,1,0,2,0.0,#Div0,#Div0
practice,0,1,1,0,2,0.0,#Div0,#Div0
humans,0,1,0,0,1,0.0,#Div0,#Div0
pretends,0,1,0,0,1,0.0,#Div0,#Div0
world,5,3,0,3,11,0.625,0.625,0.625
nurse,0,1,0,0,1,0.0,#Div0,#Div0
avoid,1,7,0,0,8,0.125,1.0,0.2222222222222222
hurt,0,1,0,0,1,0.0,#Div0,#Div0
phases,1,0,0,0,1,1.0,1.0,1.0
isolation,0,2,0,0,2,0.0,#Div0,#Div0
passed,1,0,0,0,1,1.0,1.0,1.0
technique,0,0,1,0,1,#Div0,#Div0,#Div0
self,0,5,0,0,5,0.0,#Div0,#Div0
policies,0,0,1,0,1,#Div0,#Div0,#Div0
issue,0,0,2,0,2,#Div0,#Div0,#Div0
eminent,0,1,0,0,1,0.0,#Div0,#Div0
rendering,0,1,0,0,1,0.0,#Div0,#Div0
knowledge,0,10,41,1,52,0.0,0.0,#Div0
angles,0,0,0,1,1,#Div0,0.0,#Div0
Chinese,0,1,0,0,1,0.0,#Div0,#Div0
exceptions,0,1,0,0,1,0.0,#Div0,#Div0
lisence,0,1,0,0,1,0.0,#Div0,#Div0
fields,0,1,1,4,6,0.0,0.0,#Div0
pursuing,1,0,0,0,1,1.0,1.0,1.0
played,0,1,0,0,1,0.0,#Div0,#Div0
grow,7,3,0,2,12,0.7,0.7777777777777778,0.7368421052631577
ony,0,1,0,0,1,0.0,#Div0,#Div0
addicted,1,0,0,0,1,1.0,1.0,1.0
reserving,0,1,0,0,1,0.0,#Div0,#Div0
company,0,5,0,0,5,0.0,#Div0,#Div0
relied,1,0,0,0,1,1.0,1.0,1.0
basis,3,0,0,0,3,1.0,1.0,1.0
realize,0,6,0,0,6,0.0,#Div0,#Div0
miss,3,1,0,1,5,0.75,0.75,0.75
drink,0,3,0,0,3,0.0,#Div0,#Div0
activity,0,1,0,0,1,0.0,#Div0,#Div0
closer,1,0,0,0,1,1.0,1.0,1.0
last,0,8,0,2,10,0.0,0.0,#Div0
far,0,0,0,4,4,#Div0,0.0,#Div0
fullfill,0,1,0,0,1,0.0,#Div0,#Div0
rising,1,0,0,0,1,1.0,1.0,1.0
complex,0,1,0,0,1,0.0,#Div0,#Div0
approaching,0,0,0,2,2,#Div0,0.0,#Div0
inflate,1,0,0,0,1,1.0,1.0,1.0
hiring,0,1,0,0,1,0.0,#Div0,#Div0
laws,0,1,0,0,1,0.0,#Div0,#Div0
eith,0,1,0,0,1,0.0,#Div0,#Div0
driven,1,0,0,0,1,1.0,1.0,1.0
products,0,6,0,0,6,0.0,#Div0,#Div0
resolving,0,1,0,0,1,0.0,#Div0,#Div0
delighted,0,1,0,0,1,0.0,#Div0,#Div0
well-made,0,1,0,0,1,0.0,#Div0,#Div0
mentioning,0,1,0,0,1,0.0,#Div0,#Div0
visited,0,6,0,0,6,0.0,#Div0,#Div0
believed,0,5,0,0,5,0.0,#Div0,#Div0
Human,0,1,0,0,1,0.0,#Div0,#Div0
discovery,1,1,0,2,4,0.5,0.3333333333333333,0.4
using,1,27,0,0,28,0.03571428571428571,1.0,0.0689655172413793
directed,1,0,0,0,1,1.0,1.0,1.0
forget,1,2,0,0,3,0.3333333333333333,1.0,0.5
pioneered,0,1,0,0,1,0.0,#Div0,#Div0
worse,0,1,0,0,1,0.0,#Div0,#Div0
focus,7,0,0,5,12,1.0,0.5833333333333334,0.7368421052631579
advancing,1,0,0,0,1,1.0,1.0,1.0
trains,0,3,1,0,4,0.0,#Div0,#Div0
affirming,0,1,0,0,1,0.0,#Div0,#Div0
appriciate,0,0,0,3,3,#Div0,0.0,#Div0
exposing,0,1,0,0,1,0.0,#Div0,#Div0
productive,0,1,0,0,1,0.0,#Div0,#Div0
fully,0,0,0,6,6,#Div0,0.0,#Div0
bothered,0,1,0,0,1,0.0,#Div0,#Div0
mind,0,3,0,0,3,0.0,#Div0,#Div0
impact,0,0,0,1,1,#Div0,0.0,#Div0
functions,0,2,0,0,2,0.0,#Div0,#Div0
advance,1,0,0,0,1,1.0,1.0,1.0
durring,0,1,0,0,1,0.0,#Div0,#Div0
feeling,0,5,0,0,5,0.0,#Div0,#Div0
visits,0,1,0,0,1,0.0,#Div0,#Div0
produce,1,7,0,0,8,0.125,1.0,0.2222222222222222
assured,0,1,0,0,1,0.0,#Div0,#Div0
expert,0,3,0,0,3,0.0,#Div0,#Div0
rejected,1,1,0,0,2,0.5,1.0,0.6666666666666666
programms,0,1,0,0,1,0.0,#Div0,#Div0
Smith,0,1,0,0,1,0.0,#Div0,#Div0
contrasted,0,1,0,0,1,0.0,#Div0,#Div0
disciplines,0,1,0,0,1,0.0,#Div0,#Div0
channel,0,1,0,0,1,0.0,#Div0,#Div0
happening,0,5,0,0,5,0.0,#Div0,#Div0
singing,0,2,0,0,2,0.0,#Div0,#Div0
shoud,0,1,0,0,1,0.0,#Div0,#Div0
joined,0,1,0,0,1,0.0,#Div0,#Div0
field,0,1,5,0,6,0.0,#Div0,#Div0
actively,0,0,0,1,1,#Div0,0.0,#Div0
Shafeek,0,1,0,0,1,0.0,#Div0,#Div0
fill,1,0,0,1,2,1.0,0.5,0.6666666666666666
information,0,1,2,0,3,0.0,#Div0,#Div0
turn,3,1,0,0,4,0.75,1.0,0.8571428571428571
experiments,0,0,0,1,1,#Div0,0.0,#Div0
samples,0,1,0,0,1,0.0,#Div0,#Div0
government,0,1,0,0,1,0.0,#Div0,#Div0
frozen,0,1,0,0,1,0.0,#Div0,#Div0
class,0,4,0,1,5,0.0,0.0,#Div0
Soft,0,3,0,0,3,0.0,#Div0,#Div0
stores,1,0,0,0,1,1.0,1.0,1.0
eventualy,0,1,0,0,1,0.0,#Div0,#Div0
proportion,0,0,0,1,1,#Div0,0.0,#Div0
natural,1,1,0,1,3,0.5,0.5,0.5
thirst,0,0,0,1,1,#Div0,0.0,#Div0
vehicle,0,0,1,0,1,#Div0,#Div0,#Div0
stories,0,1,0,0,1,0.0,#Div0,#Div0
ensuring,0,1,0,0,1,0.0,#Div0,#Div0
explained,0,3,0,0,3,0.0,#Div0,#Div0
freedom,0,2,0,0,2,0.0,#Div0,#Div0
attending,0,4,0,0,4,0.0,#Div0,#Div0
platform,1,0,0,0,1,1.0,1.0,1.0
looks,0,2,0,0,2,0.0,#Div0,#Div0
develope,1,4,0,0,5,0.2,1.0,0.33333333333333337
reduce,1,0,0,0,1,1.0,1.0,1.0
unfamiliar,0,1,0,0,1,0.0,#Div0,#Div0
infer,0,1,0,0,1,0.0,#Div0,#Div0
to,0,0,0,3,3,#Div0,0.0,#Div0
kept,1,1,0,0,2,0.5,1.0,0.6666666666666666
blend,1,0,0,0,1,1.0,1.0,1.0
confused,0,2,0,0,2,0.0,#Div0,#Div0
hard,1,10,0,0,11,0.09090909090909091,1.0,0.16666666666666669
sometimes,0,2,0,0,2,0.0,#Div0,#Div0
way,0,10,0,6,16,0.0,0.0,#Div0
evaluate,0,1,0,0,1,0.0,#Div0,#Div0
messages,0,0,0,1,1,#Div0,0.0,#Div0
continue,0,7,0,0,7,0.0,#Div0,#Div0
defend,1,0,0,0,1,1.0,1.0,1.0
Apart,0,1,0,0,1,0.0,#Div0,#Div0
test,0,1,0,0,1,0.0,#Div0,#Div0
serious,0,2,0,1,3,0.0,0.0,#Div0
past,0,6,0,0,6,0.0,#Div0,#Div0
visual,0,1,0,0,1,0.0,#Div0,#Div0
sociological,0,1,0,0,1,0.0,#Div0,#Div0
verify,0,1,0,0,1,0.0,#Div0,#Div0
compromising,0,1,0,0,1,0.0,#Div0,#Div0
lacking,0,1,0,0,1,0.0,#Div0,#Div0
comprehend,0,1,3,0,4,0.0,#Div0,#Div0
encourages,1,1,0,0,2,0.5,1.0,0.6666666666666666
conclude,0,2,3,0,5,0.0,#Div0,#Div0
Getting,0,0,0,2,2,#Div0,0.0,#Div0
black,0,1,0,0,1,0.0,#Div0,#Div0
stages,1,0,0,1,2,1.0,0.5,0.6666666666666666
comes,2,9,0,0,11,0.18181818181818182,1.0,0.3076923076923077
parts,0,1,0,0,1,0.0,#Div0,#Div0
better,0,4,0,0,4,0.0,#Div0,#Div0
thru,0,0,0,1,1,#Div0,0.0,#Div0
worthless,0,0,0,2,2,#Div0,0.0,#Div0
reduced,0,3,0,0,3,0.0,#Div0,#Div0
less,0,1,0,4,5,0.0,0.0,#Div0
participate,0,3,0,0,3,0.0,#Div0,#Div0
priceless,0,0,0,1,1,#Div0,0.0,#Div0
implying,0,2,0,0,2,0.0,#Div0,#Div0
protecting,0,1,0,0,1,0.0,#Div0,#Div0
buys,0,0,1,0,1,#Div0,#Div0,#Div0
cured,0,1,0,0,1,0.0,#Div0,#Div0
translate,0,1,0,0,1,0.0,#Div0,#Div0
potentials,1,0,0,0,1,1.0,1.0,1.0
acidic,0,1,0,0,1,0.0,#Div0,#Div0
moved,2,3,0,0,5,0.4,1.0,0.5714285714285715
helping,0,52,0,0,52,0.0,#Div0,#Div0
upper,0,1,0,0,1,0.0,#Div0,#Div0
remain,2,2,0,0,4,0.5,1.0,0.6666666666666666
throught,0,2,0,0,2,0.0,#Div0,#Div0
admired,0,2,0,0,2,0.0,#Div0,#Div0
keep-it-safe,0,0,0,1,1,#Div0,0.0,#Div0
sculpture,0,1,0,0,1,0.0,#Div0,#Div0
acquire,0,1,0,2,3,0.0,0.0,#Div0
grown,2,1,0,0,3,0.6666666666666666,1.0,0.8
entire,0,2,0,0,2,0.0,#Div0,#Div0
Understanding,0,0,4,0,4,#Div0,#Div0,#Div0
enable,0,2,0,0,2,0.0,#Div0,#Div0
cultural,0,7,0,0,7,0.0,#Div0,#Div0
met,0,4,0,0,4,0.0,#Div0,#Div0
concerns,0,2,0,0,2,0.0,#Div0,#Div0
am,0,14,34,0,48,0.0,#Div0,#Div0
labor,0,1,0,0,1,0.0,#Div0,#Div0
checked,0,1,0,0,1,0.0,#Div0,#Div0
suggests,0,1,0,0,1,0.0,#Div0,#Div0
brag,0,1,0,0,1,0.0,#Div0,#Div0
marginal,1,0,0,0,1,1.0,1.0,1.0
dispose,0,0,0,1,1,#Div0,0.0,#Div0
Learning,0,0,2,0,2,#Div0,#Div0,#Div0
inconvenient,0,1,0,0,1,0.0,#Div0,#Div0
select,0,2,0,0,2,0.0,#Div0,#Div0
sould,0,1,0,0,1,0.0,#Div0,#Div0
struggle,1,0,0,0,1,1.0,1.0,1.0
wander,0,1,0,0,1,0.0,#Div0,#Div0
status,0,2,0,0,2,0.0,#Div0,#Div0
change,0,22,6,0,28,0.0,#Div0,#Div0
disagree,0,46,0,0,46,0.0,#Div0,#Div0
offers,0,2,0,0,2,0.0,#Div0,#Div0
prices,0,3,0,0,3,0.0,#Div0,#Div0
restricted,2,0,0,0,2,1.0,1.0,1.0
charge,0,1,0,0,1,0.0,#Div0,#Div0
involves,0,2,1,0,3,0.0,#Div0,#Div0
regular,0,2,0,0,2,0.0,#Div0,#Div0
rigid,0,0,0,1,1,#Div0,0.0,#Div0
characterizes,0,1,0,0,1,0.0,#Div0,#Div0
explain,0,15,0,0,15,0.0,#Div0,#Div0
inhabitants,0,0,2,0,2,#Div0,#Div0,#Div0
logical,0,1,0,0,1,0.0,#Div0,#Div0
described,0,2,0,0,2,0.0,#Div0,#Div0
understanding,0,29,0,0,29,0.0,#Div0,#Div0
visibility,0,0,0,2,2,#Div0,0.0,#Div0
prefers,0,1,0,0,1,0.0,#Div0,#Div0
grant,1,1,0,0,2,0.5,1.0,0.6666666666666666
tired,0,5,0,0,5,0.0,#Div0,#Div0
party,0,1,0,0,1,0.0,#Div0,#Div0
countries,0,1,0,0,1,0.0,#Div0,#Div0
late,1,0,0,1,2,1.0,0.5,0.6666666666666666
specialist,0,1,0,0,1,0.0,#Div0,#Div0
specializes,0,2,0,0,2,0.0,#Div0,#Div0
away,0,0,0,5,5,#Div0,0.0,#Div0
creation,0,1,0,0,1,0.0,#Div0,#Div0
ecology,0,1,0,0,1,0.0,#Div0,#Div0
stress,0,3,0,0,3,0.0,#Div0,#Div0
discount,0,1,0,0,1,0.0,#Div0,#Div0
achieved,1,1,1,0,3,0.5,1.0,0.6666666666666666
rush,1,0,0,1,2,1.0,0.5,0.6666666666666666
doesnot,0,1,0,0,1,0.0,#Div0,#Div0
belive,0,4,0,0,4,0.0,#Div0,#Div0
few,0,27,0,0,27,0.0,#Div0,#Div0
founded,0,1,0,0,1,0.0,#Div0,#Div0
usage,0,2,0,0,2,0.0,#Div0,#Div0
stage,2,0,1,9,12,1.0,0.18181818181818182,0.3076923076923077
admit,0,1,0,0,1,0.0,#Div0,#Div0
informations,0,0,1,0,1,#Div0,#Div0,#Div0
compare,0,0,2,0,2,#Div0,#Div0,#Div0
classes,0,3,0,0,3,0.0,#Div0,#Div0
teaching,0,7,0,0,7,0.0,#Div0,#Div0
conception,1,0,0,0,1,1.0,1.0,1.0
disappointed,0,1,0,0,1,0.0,#Div0,#Div0
questions,0,1,0,0,1,0.0,#Div0,#Div0
existing,0,1,0,0,1,0.0,#Div0,#Div0
tour,0,23,0,0,23,0.0,#Div0,#Div0
fat,0,1,0,0,1,0.0,#Div0,#Div0
resources,0,1,0,0,1,0.0,#Div0,#Div0
written,0,5,0,1,6,0.0,0.0,#Div0
affirm,0,1,0,0,1,0.0,#Div0,#Div0
controled,0,1,0,0,1,0.0,#Div0,#Div0
fight,3,0,0,1,4,1.0,0.75,0.8571428571428571
Reaching,1,0,0,0,1,1.0,1.0,1.0
settle,1,0,0,0,1,1.0,1.0,1.0
sandwich,0,1,0,0,1,0.0,#Div0,#Div0
appear,0,1,0,0,1,0.0,#Div0,#Div0
shifts,0,1,0,0,1,0.0,#Div0,#Div0
discussing,0,1,0,0,1,0.0,#Div0,#Div0
invested,0,1,0,0,1,0.0,#Div0,#Div0
attached,1,0,0,0,1,1.0,1.0,1.0
dedicate,6,1,0,0,7,0.8571428571428571,1.0,0.923076923076923
entrepreneurial,0,1,0,0,1,0.0,#Div0,#Div0
increase,2,19,0,0,21,0.09523809523809523,1.0,0.17391304347826084
receive,1,3,0,0,4,0.25,1.0,0.4
haveing,0,1,0,0,1,0.0,#Div0,#Div0
journey,0,0,0,2,2,#Div0,0.0,#Div0
geting,0,1,0,0,1,0.0,#Div0,#Div0
years,0,8,0,0,8,0.0,#Div0,#Div0
invited,0,2,0,0,2,0.0,#Div0,#Div0
breaking,1,0,0,0,1,1.0,1.0,1.0
gotten,0,1,0,0,1,0.0,#Div0,#Div0
discovered,0,3,0,0,3,0.0,#Div0,#Div0
strict,0,0,0,1,1,#Div0,0.0,#Div0
reasearch,0,1,0,0,1,0.0,#Div0,#Div0
scientific,0,6,0,0,6,0.0,#Div0,#Div0
Resulting,0,1,0,0,1,0.0,#Div0,#Div0
thier,0,1,0,0,1,0.0,#Div0,#Div0
traveling,0,57,0,0,57,0.0,#Div0,#Div0
workers,0,0,1,0,1,#Div0,#Div0,#Div0
eating,0,2,0,0,2,0.0,#Div0,#Div0
aproach,1,0,0,0,1,1.0,1.0,1.0
frustrated,0,1,0,0,1,0.0,#Div0,#Div0
educational,0,4,0,0,4,0.0,#Div0,#Div0
According,0,0,3,0,3,#Div0,#Div0,#Div0
saving,0,1,0,0,1,0.0,#Div0,#Div0
behaviors,0,2,0,0,2,0.0,#Div0,#Div0
full,4,3,0,9,16,0.5714285714285714,0.3076923076923077,0.4
deny,0,3,0,0,3,0.0,#Div0,#Div0
bright,1,1,0,0,2,0.5,1.0,0.6666666666666666
horrifying,1,0,0,0,1,1.0,1.0,1.0
couple,0,3,0,0,3,0.0,#Div0,#Div0
boosted,1,0,0,0,1,1.0,1.0,1.0
freak,0,1,0,0,1,0.0,#Div0,#Div0
philosophical,0,1,0,0,1,0.0,#Div0,#Div0
health,0,1,0,0,1,0.0,#Div0,#Div0
railways,0,1,0,0,1,0.0,#Div0,#Div0
put,6,2,0,0,8,0.75,1.0,0.8571428571428571
throwing,1,0,0,0,1,1.0,1.0,1.0
consuming,0,1,0,0,1,0.0,#Div0,#Div0
optimize,1,0,0,0,1,1.0,1.0,1.0
Limiting,0,1,0,0,1,0.0,#Div0,#Div0
reach,12,0,0,1,13,1.0,0.9230769230769231,0.9600000000000001
respect,2,3,0,0,5,0.4,1.0,0.5714285714285715
intimacy,0,1,0,0,1,0.0,#Div0,#Div0
rewarding,0,2,0,2,4,0.0,0.0,#Div0
energetic,0,1,0,0,1,0.0,#Div0,#Div0
clothing,0,1,0,0,1,0.0,#Div0,#Div0
touch,0,0,0,3,3,#Div0,0.0,#Div0
oto,0,1,0,0,1,0.0,#Div0,#Div0
aid,0,1,0,0,1,0.0,#Div0,#Div0
based,11,6,0,0,17,0.6470588235294118,1.0,0.7857142857142858
survival,0,1,0,0,1,0.0,#Div0,#Div0
distinguished,0,2,0,0,2,0.0,#Div0,#Div0
dedicated,0,1,0,0,1,0.0,#Div0,#Div0
entitled,0,1,0,0,1,0.0,#Div0,#Div0
version,0,0,0,2,2,#Div0,0.0,#Div0
dedicates,1,0,0,0,1,1.0,1.0,1.0
cable,0,1,0,0,1,0.0,#Div0,#Div0
safer,0,1,0,0,1,0.0,#Div0,#Div0
students,0,4,0,0,4,0.0,#Div0,#Div0
standard,0,1,0,0,1,0.0,#Div0,#Div0
shy,0,1,0,0,1,0.0,#Div0,#Div0
Assets,0,1,0,0,1,0.0,#Div0,#Div0
allowed,0,4,0,0,4,0.0,#Div0,#Div0
period,0,0,6,0,6,#Div0,#Div0,#Div0
inorder,0,1,0,0,1,0.0,#Div0,#Div0
have,64,377,0,2,443,0.14512471655328799,0.9696969696969697,0.25246548323471396
hackers,0,1,0,0,1,0.0,#Div0,#Div0
masters,0,0,1,0,1,#Div0,#Div0,#Div0
illustrated,1,1,0,0,2,0.5,1.0,0.6666666666666666
creamy,0,1,0,0,1,0.0,#Div0,#Div0
applied,0,1,0,0,1,0.0,#Div0,#Div0
pushed,0,0,0,1,1,#Div0,0.0,#Div0
swiming,0,1,0,0,1,0.0,#Div0,#Div0
industry,0,2,2,0,4,0.0,#Div0,#Div0
One,0,0,0,1,1,#Div0,0.0,#Div0
traveled,0,2,0,0,2,0.0,#Div0,#Div0
succesful,0,2,0,0,2,0.0,#Div0,#Div0
tomorrow,1,0,0,1,2,1.0,0.5,0.6666666666666666
helps,0,11,0,0,11,0.0,#Div0,#Div0
popular,0,6,0,0,6,0.0,#Div0,#Div0
shine,2,0,0,0,2,1.0,1.0,1.0
developments,0,1,0,0,1,0.0,#Div0,#Div0
staying,0,2,0,0,2,0.0,#Div0,#Div0
irresponsible,0,1,0,0,1,0.0,#Div0,#Div0
shed,1,0,0,0,1,1.0,1.0,1.0
drives,0,1,0,0,1,0.0,#Div0,#Div0
contributing,0,0,0,2,2,#Div0,0.0,#Div0
widening,1,0,0,0,1,1.0,1.0,1.0
evry,0,2,0,0,2,0.0,#Div0,#Div0
communicated,0,1,0,0,1,0.0,#Div0,#Div0
abandon,1,0,0,2,3,1.0,0.3333333333333333,0.5
around,0,0,0,3,3,#Div0,0.0,#Div0
listen,0,2,0,0,2,0.0,#Div0,#Div0
showed,0,8,0,0,8,0.0,#Div0,#Div0
Do,0,0,1,0,1,#Div0,#Div0,#Div0
