token,tp_cases,fp_cases,fn_cases,total_cases,precision,recall,f1-score
hire,0,6,0,12,0.0,#Div0,#Div0
rely,2,2,3,9,0.5,0.4,0.4444444444444445
understand,0,102,0,204,0.0,#Div0,#Div0
didnothave,0,1,0,2,0.0,#Div0,#Div0
worldwide-best-seller,0,1,0,2,0.0,#Div0,#Div0
positive,0,4,0,9,0.0,#Div0,#Div0
public,0,16,0,34,0.0,#Div0,#Div0
Passing,0,1,0,2,0.0,#Div0,#Div0
donotundertand,0,1,0,2,0.0,#Div0,#Div0
wheel,0,0,2,2,#Div0,0.0,#Div0
using,0,0,1,1,#Div0,0.0,#Div0
efficient,0,0,0,1,#Div0,#Div0,#Div0
autum,0,0,1,1,#Div0,0.0,#Div0
canotbuy,0,1,0,2,0.0,#Div0,#Div0
false,1,3,1,8,0.25,0.5,0.3333333333333333
lose,7,18,8,51,0.28,0.4666666666666667,0.35000000000000003
dreams,0,0,1,1,#Div0,0.0,#Div0
store,0,1,0,2,0.0,#Div0,#Div0
complete,1,3,2,11,0.25,0.3333333333333333,0.28571428571428575
laud,0,1,0,2,0.0,#Div0,#Div0
Understanding,0,0,0,4,#Div0,#Div0,#Div0
achieve,0,3,0,15,0.0,#Div0,#Div0
courage,0,0,1,1,#Div0,0.0,#Div0
greater,0,0,1,1,#Div0,0.0,#Div0
license,0,1,0,2,0.0,#Div0,#Div0
fail,0,4,0,8,0.0,#Div0,#Div0
isolated,0,0,1,1,#Div0,0.0,#Div0
African,0,0,0,1,#Div0,#Div0,#Div0
remain,2,4,2,12,0.3333333333333333,0.5,0.4
interact,1,6,1,14,0.14285714285714285,0.5,0.22222222222222224
resemble,0,1,0,2,0.0,#Div0,#Div0
arm,0,1,0,2,0.0,#Div0,#Div0
spirit,0,0,1,1,#Div0,0.0,#Div0
twelve-hour,0,2,0,4,0.0,#Div0,#Div0
believe,0,70,0,140,0.0,#Div0,#Div0
easy,0,4,1,9,0.0,0.0,#Div0
speacilizing,0,1,0,2,0.0,#Div0,#Div0
over,0,0,3,3,#Div0,0.0,#Div0
medical,0,3,0,8,0.0,#Div0,#Div0
obstacle,1,0,2,3,1.0,0.3333333333333333,0.5
discovery,0,0,3,3,#Div0,0.0,#Div0
abandon,1,0,3,4,1.0,0.25,0.4
rewarding,0,0,2,2,#Div0,0.0,#Div0
array,0,0,2,2,#Div0,0.0,#Div0
mamage,1,0,1,2,1.0,0.5,0.6666666666666666
creamy,0,1,0,2,0.0,#Div0,#Div0
own,1,49,1,100,0.02,0.5,0.038461538461538464
cram,0,1,0,1,0.0,#Div0,#Div0
develop,4,16,4,43,0.2,0.5,0.28571428571428575
grow,9,16,9,50,0.36,0.5,0.41860465116279066
with-with,0,1,0,2,0.0,#Div0,#Div0
year,0,0,1,1,#Div0,0.0,#Div0
wait,0,6,0,12,0.0,#Div0,#Div0
appreciate,0,0,0,2,#Div0,#Div0,#Div0
thier,0,1,0,2,0.0,#Div0,#Div0
high-speed,0,1,0,2,0.0,#Div0,#Div0
clever,0,1,0,2,0.0,#Div0,#Div0
dispose,0,0,1,1,#Div0,0.0,#Div0
cool,1,1,1,4,0.5,0.5,0.5
wonotuse,0,1,0,2,0.0,#Div0,#Div0
suffer,1,3,0,7,0.25,1.0,0.4
along,0,1,0,2,0.0,#Div0,#Div0
transport,0,4,0,8,0.0,#Div0,#Div0
graps,1,0,1,2,1.0,0.5,0.6666666666666666
ultimate,0,1,0,2,0.0,#Div0,#Div0
Based,0,0,0,1,#Div0,#Div0,#Div0
Sharing,0,1,0,2,0.0,#Div0,#Div0
aloof,0,1,0,2,0.0,#Div0,#Div0
golf,0,1,0,2,0.0,#Div0,#Div0
neo,0,1,0,2,0.0,#Div0,#Div0
shrug,0,1,0,2,0.0,#Div0,#Div0
sixty,0,1,0,2,0.0,#Div0,#Div0
emphasis,0,1,0,2,0.0,#Div0,#Div0
strong,8,0,26,35,1.0,0.23529411764705882,0.38095238095238093
sign,0,0,2,2,#Div0,0.0,#Div0
thorough,0,1,0,2,0.0,#Div0,#Div0
Enjoying,0,2,0,4,0.0,#Div0,#Div0
cannnot,0,1,0,2,0.0,#Div0,#Div0
effective,0,2,0,4,0.0,#Div0,#Div0
introduce,0,5,0,10,0.0,#Div0,#Div0
real,0,20,0,47,0.0,#Div0,#Div0
obliges,0,0,1,1,#Div0,0.0,#Div0
Nowadays,0,1,0,2,0.0,#Div0,#Div0
brith,1,0,1,2,1.0,0.5,0.6666666666666666
cheap,1,3,1,8,0.25,0.5,0.3333333333333333
cleary,1,0,1,2,1.0,0.5,0.6666666666666666
marketted,0,1,0,2,0.0,#Div0,#Div0
noisy,0,2,0,4,0.0,#Div0,#Div0
Many,0,10,0,20,0.0,#Div0,#Div0
firmly,0,0,1,1,#Div0,0.0,#Div0
remind,0,2,0,4,0.0,#Div0,#Div0
promenet,0,0,1,1,#Div0,0.0,#Div0
remember,0,20,0,40,0.0,#Div0,#Div0
symbol,0,0,2,2,#Div0,0.0,#Div0
dicover,1,0,1,2,1.0,0.5,0.6666666666666666
different,0,48,0,117,0.0,#Div0,#Div0
acquire,0,2,0,6,0.0,#Div0,#Div0
full,3,3,14,23,0.5,0.17647058823529413,0.2608695652173913
developed,1,1,2,5,0.5,0.3333333333333333,0.4
entitle,0,1,0,2,0.0,#Div0,#Div0
insult,0,1,0,1,0.0,#Div0,#Div0
qualify,0,1,0,2,0.0,#Div0,#Div0
pain,0,1,0,2,0.0,#Div0,#Div0
expands,0,0,1,1,#Div0,0.0,#Div0
sociological,0,1,0,2,0.0,#Div0,#Div0
foresee,0,1,0,2,0.0,#Div0,#Div0
episodes,0,0,1,1,#Div0,0.0,#Div0
liek,0,1,0,2,0.0,#Div0,#Div0
predict,0,1,0,2,0.0,#Div0,#Div0
overestimate,0,1,0,2,0.0,#Div0,#Div0
grew,0,0,2,2,#Div0,0.0,#Div0
ruin,1,0,1,2,1.0,0.5,0.6666666666666666
upper,0,1,0,2,0.0,#Div0,#Div0
move,1,20,1,38,0.047619047619047616,0.5,0.08695652173913042
untrue,0,1,0,2,0.0,#Div0,#Div0
testing,0,1,0,2,0.0,#Div0,#Div0
force,0,4,0,8,0.0,#Div0,#Div0
stricted,1,0,1,2,1.0,0.5,0.6666666666666666
range,0,0,1,1,#Div0,0.0,#Div0
fake,1,0,1,2,1.0,0.5,0.6666666666666666
mess,0,0,1,1,#Div0,0.0,#Div0
relationship,0,0,1,1,#Div0,0.0,#Div0
limitations,0,0,1,1,#Div0,0.0,#Div0
deely,0,0,1,1,#Div0,0.0,#Div0
measure,1,0,2,3,1.0,0.3333333333333333,0.5
distinguish,0,3,0,6,0.0,#Div0,#Div0
specialize,0,42,0,84,0.0,#Div0,#Div0
connector,0,0,1,1,#Div0,0.0,#Div0
usual,0,3,0,6,0.0,#Div0,#Div0
calm,1,0,1,2,1.0,0.5,0.6666666666666666
playing,0,0,2,2,#Div0,0.0,#Div0
waste,2,4,5,15,0.3333333333333333,0.2857142857142857,0.30769230769230765
forbid,0,1,0,2,0.0,#Div0,#Div0
building,0,0,1,1,#Div0,0.0,#Div0
enjoyable,0,3,0,6,0.0,#Div0,#Div0
nominate,0,1,0,2,0.0,#Div0,#Div0
defraud,0,1,0,2,0.0,#Div0,#Div0
Take,0,1,0,3,0.0,#Div0,#Div0
doesnottake,0,1,0,2,0.0,#Div0,#Div0
valid,0,1,0,2,0.0,#Div0,#Div0
time-consuming,1,0,1,2,1.0,0.5,0.6666666666666666
solar,0,0,0,1,#Div0,#Div0,#Div0
verify,0,1,0,2,0.0,#Div0,#Div0
elderly,0,1,0,1,0.0,#Div0,#Div0
above,0,1,0,2,0.0,#Div0,#Div0
Analyzing,0,1,0,2,0.0,#Div0,#Div0
becasue,0,1,0,2,0.0,#Div0,#Div0
schedule,0,4,0,8,0.0,#Div0,#Div0
extra,2,2,2,8,0.5,0.5,0.5
forming,0,0,2,2,#Div0,0.0,#Div0
limited,2,1,6,10,0.6666666666666666,0.25,0.36363636363636365
important,0,34,0,70,0.0,#Div0,#Div0
dedicates,0,0,1,1,#Div0,0.0,#Div0
remove,0,3,0,6,0.0,#Div0,#Div0
pictures,0,0,1,1,#Div0,0.0,#Div0
stay,1,12,1,26,0.07692307692307693,0.5,0.13333333333333336
beleive,0,4,0,8,0.0,#Div0,#Div0
serve,1,1,1,4,0.5,0.5,0.5
impression,0,0,1,1,#Div0,0.0,#Div0
invest,1,4,1,10,0.2,0.5,0.28571428571428575
purchase,0,3,0,6,0.0,#Div0,#Div0
love,0,13,0,26,0.0,#Div0,#Div0
tempted,0,0,1,1,#Div0,0.0,#Div0
canotdeny,0,1,0,2,0.0,#Div0,#Div0
buy,0,18,2,75,0.0,0.0,#Div0
organise,0,1,0,2,0.0,#Div0,#Div0
affect,0,6,0,12,0.0,#Div0,#Div0
poins,0,1,0,2,0.0,#Div0,#Div0
spread-out,1,0,1,2,1.0,0.5,0.6666666666666666
stems,0,0,1,1,#Div0,0.0,#Div0
having,0,0,5,5,#Div0,0.0,#Div0
Human,0,1,0,2,0.0,#Div0,#Div0
tourists,0,1,0,2,0.0,#Div0,#Div0
adjust,1,1,1,4,0.5,0.5,0.5
mistelling,0,1,0,2,0.0,#Div0,#Div0
serious,0,2,1,5,0.0,0.0,#Div0
diet,0,1,0,2,0.0,#Div0,#Div0
primises,0,0,1,1,#Div0,0.0,#Div0
restore,0,1,0,2,0.0,#Div0,#Div0
left,0,0,1,1,#Div0,0.0,#Div0
provided,0,1,0,2,0.0,#Div0,#Div0
ecological,0,2,0,5,0.0,#Div0,#Div0
immerse,1,0,1,2,1.0,0.5,0.6666666666666666
attributed,0,1,0,2,0.0,#Div0,#Div0
large,0,5,0,10,0.0,#Div0,#Div0
donotdo,0,2,0,4,0.0,#Div0,#Div0
natural,1,1,2,5,0.5,0.3333333333333333,0.4
ways,0,0,2,2,#Div0,0.0,#Div0
long-distance,0,1,0,2,0.0,#Div0,#Div0
essential,0,1,0,3,0.0,#Div0,#Div0
optimistic,0,1,0,2,0.0,#Div0,#Div0
combine,0,3,0,6,0.0,#Div0,#Div0
therefore,0,2,0,4,0.0,#Div0,#Div0
support,11,16,17,60,0.4074074074074074,0.39285714285714285,0.39999999999999997
donotcare,0,2,0,4,0.0,#Div0,#Div0
drag,0,1,0,2,0.0,#Div0,#Div0
modern,0,6,0,13,0.0,#Div0,#Div0
compel,0,0,2,2,#Div0,0.0,#Div0
resist,1,0,1,2,1.0,0.5,0.6666666666666666
argue,0,5,0,10,0.0,#Div0,#Div0
depicted,0,0,1,1,#Div0,0.0,#Div0
cheet,1,0,1,2,1.0,0.5,0.6666666666666666
useful,0,4,1,9,0.0,0.0,#Div0
trust,0,2,0,4,0.0,#Div0,#Div0
circle,0,0,1,1,#Div0,0.0,#Div0
ladder,0,0,3,3,#Div0,0.0,#Div0
cite,0,0,0,1,#Div0,#Div0,#Div0
attractive,0,1,0,2,0.0,#Div0,#Div0
side,0,0,2,2,#Div0,0.0,#Div0
horrifying,0,0,1,1,#Div0,0.0,#Div0
tolerate,0,1,0,2,0.0,#Div0,#Div0
time,0,1,2,4,0.0,0.0,#Div0
few,0,27,0,53,0.0,#Div0,#Div0
exciting,0,2,0,4,0.0,#Div0,#Div0
prefer,0,24,0,48,0.0,#Div0,#Div0
challenge,1,10,1,22,0.09090909090909091,0.5,0.15384615384615385
jungle,0,0,1,1,#Div0,0.0,#Div0
simulate,0,1,0,2,0.0,#Div0,#Div0
american,0,1,0,2,0.0,#Div0,#Div0
normal,0,8,0,16,0.0,#Div0,#Div0
releated,0,1,0,2,0.0,#Div0,#Div0
simultaneous,0,1,0,2,0.0,#Div0,#Div0
scheme,0,0,1,1,#Div0,0.0,#Div0
rising,0,0,1,1,#Div0,0.0,#Div0
choosen,0,1,0,2,0.0,#Div0,#Div0
found,0,2,1,5,0.0,0.0,#Div0
Assets,0,1,0,2,0.0,#Div0,#Div0
collecting,0,0,1,1,#Div0,0.0,#Div0
innovate,0,1,0,2,0.0,#Div0,#Div0
manage,1,0,2,3,1.0,0.3333333333333333,0.5
ideal,0,1,0,2,0.0,#Div0,#Div0
foreign,0,8,0,16,0.0,#Div0,#Div0
leading,0,0,2,2,#Div0,0.0,#Div0
seamen,0,1,0,2,0.0,#Div0,#Div0
fellow,0,1,0,2,0.0,#Div0,#Div0
impose,0,1,0,2,0.0,#Div0,#Div0
communicate,0,13,0,26,0.0,#Div0,#Div0
personnal,0,1,0,2,0.0,#Div0,#Div0
between,0,0,2,2,#Div0,0.0,#Div0
this,0,0,1,1,#Div0,0.0,#Div0
external,0,2,0,4,0.0,#Div0,#Div0
stop,1,7,1,16,0.125,0.5,0.2
passive,1,0,1,2,1.0,0.5,0.6666666666666666
attribute,0,0,1,1,#Div0,0.0,#Div0
specific,0,37,0,77,0.0,#Div0,#Div0
reach,11,11,12,44,0.5,0.4782608695652174,0.4888888888888889
availible,0,0,1,1,#Div0,0.0,#Div0
demonstrate,0,1,0,2,0.0,#Div0,#Div0
familiar,0,0,1,1,#Div0,0.0,#Div0
blast,0,0,1,1,#Div0,0.0,#Div0
crucial,0,1,0,2,0.0,#Div0,#Div0
offcourse,0,1,0,2,0.0,#Div0,#Div0
entered,0,0,1,1,#Div0,0.0,#Div0
frequent,0,1,0,2,0.0,#Div0,#Div0
rid,0,2,0,4,0.0,#Div0,#Div0
mass,0,1,0,2,0.0,#Div0,#Div0
complain,0,1,0,2,0.0,#Div0,#Div0
stress,0,3,0,6,0.0,#Div0,#Div0
legacy,0,0,1,1,#Div0,0.0,#Div0
eastern,0,1,0,2,0.0,#Div0,#Div0
quit,0,4,0,8,0.0,#Div0,#Div0
central,0,1,0,2,0.0,#Div0,#Div0
focuses,0,0,3,3,#Div0,0.0,#Div0
Big,0,1,0,2,0.0,#Div0,#Div0
responsible,0,2,0,4,0.0,#Div0,#Div0
wasted,0,0,2,2,#Div0,0.0,#Div0
isolte,1,0,1,2,1.0,0.5,0.6666666666666666
attach,0,1,0,2,0.0,#Div0,#Div0
conscience,0,0,2,2,#Div0,0.0,#Div0
canotremember,0,1,0,2,0.0,#Div0,#Div0
sum,0,6,0,12,0.0,#Div0,#Div0
fig-plastic,0,1,0,2,0.0,#Div0,#Div0
emphasize,0,3,0,6,0.0,#Div0,#Div0
interest,0,4,0,5,0.0,#Div0,#Div0
unique,0,1,0,2,0.0,#Div0,#Div0
concentration,0,0,1,1,#Div0,0.0,#Div0
enlarge,2,0,2,4,1.0,0.5,0.6666666666666666
control,2,2,2,8,0.5,0.5,0.5
broadn,1,0,1,2,1.0,0.5,0.6666666666666666
static,0,0,1,1,#Div0,0.0,#Div0
concentrates,0,0,1,1,#Div0,0.0,#Div0
potential,0,1,0,2,0.0,#Div0,#Div0
protect,1,3,3,8,0.25,0.25,0.25
horizontal,2,0,4,6,1.0,0.3333333333333333,0.5
homeless,0,1,0,2,0.0,#Div0,#Div0
educated,0,1,0,2,0.0,#Div0,#Div0
official,0,0,0,2,#Div0,#Div0,#Div0
myself,0,1,0,2,0.0,#Div0,#Div0
donotfound,0,1,0,2,0.0,#Div0,#Div0
connections,0,0,1,1,#Div0,0.0,#Div0
imposible,0,1,0,2,0.0,#Div0,#Div0
the,0,0,20,20,#Div0,0.0,#Div0
good,0,76,0,152,0.0,#Div0,#Div0
immidetaly,0,1,0,2,0.0,#Div0,#Div0
risky,0,8,0,16,0.0,#Div0,#Div0
contributing,0,0,1,1,#Div0,0.0,#Div0
sharp,1,0,1,2,1.0,0.5,0.6666666666666666
very,0,0,1,1,#Div0,0.0,#Div0
sound,0,0,2,2,#Div0,0.0,#Div0
expanded,0,0,2,2,#Div0,0.0,#Div0
undertake,0,1,0,2,0.0,#Div0,#Div0
obtained,0,0,1,1,#Div0,0.0,#Div0
rapid,0,1,0,2,0.0,#Div0,#Div0
saw,0,7,0,14,0.0,#Div0,#Div0
wastful,0,0,1,1,#Div0,0.0,#Div0
world,0,0,8,8,#Div0,0.0,#Div0
try,0,106,0,212,0.0,#Div0,#Div0
NHS,0,1,0,2,0.0,#Div0,#Div0
lazy,0,1,0,2,0.0,#Div0,#Div0
reasearch,0,1,0,2,0.0,#Div0,#Div0
Academic,0,1,0,2,0.0,#Div0,#Div0
cutting-edge,0,0,1,1,#Div0,0.0,#Div0
infer,0,3,0,6,0.0,#Div0,#Div0
shop,0,5,0,10,0.0,#Div0,#Div0
exceed,0,1,0,2,0.0,#Div0,#Div0
priceless,0,0,1,1,#Div0,0.0,#Div0
require,1,25,1,52,0.038461538461538464,0.5,0.07142857142857144
sacrifice,0,1,1,3,0.0,0.0,#Div0
wonder,0,3,0,6,0.0,#Div0,#Div0
it,0,0,1,1,#Div0,0.0,#Div0
image,0,0,6,6,#Div0,0.0,#Div0
unlimited,0,0,1,1,#Div0,0.0,#Div0
approve,0,0,0,3,#Div0,#Div0,#Div0
complexities,0,0,1,1,#Div0,0.0,#Div0
participate,0,5,0,10,0.0,#Div0,#Div0
follow,10,6,12,34,0.625,0.45454545454545453,0.5263157894736842
science,0,1,0,2,0.0,#Div0,#Div0
picture,0,1,0,2,0.0,#Div0,#Div0
concept,0,1,0,2,0.0,#Div0,#Div0
i,0,20,0,40,0.0,#Div0,#Div0
small,3,11,4,29,0.21428571428571427,0.42857142857142855,0.2857142857142857
ecology,0,1,0,2,0.0,#Div0,#Div0
relax,1,1,1,4,0.5,0.5,0.5
paint,0,1,0,2,0.0,#Div0,#Div0
under-developed,0,1,0,2,0.0,#Div0,#Div0
interrupting,0,1,0,2,0.0,#Div0,#Div0
regular,0,2,0,4,0.0,#Div0,#Div0
mundane,0,1,0,2,0.0,#Div0,#Div0
required,0,2,0,4,0.0,#Div0,#Div0
animals,0,0,1,1,#Div0,0.0,#Div0
ode,0,0,1,1,#Div0,0.0,#Div0
Following,0,0,0,2,#Div0,#Div0,#Div0
up,0,0,17,17,#Div0,0.0,#Div0
educate,0,9,0,18,0.0,#Div0,#Div0
amazing,0,1,0,2,0.0,#Div0,#Div0
space,0,0,5,5,#Div0,0.0,#Div0
third,0,1,0,2,0.0,#Div0,#Div0
challeng,0,1,0,1,0.0,#Div0,#Div0
sacrificing,0,0,1,1,#Div0,0.0,#Div0
realize,0,12,0,24,0.0,#Div0,#Div0
havenota,0,1,0,2,0.0,#Div0,#Div0
affective,0,1,0,2,0.0,#Div0,#Div0
strenght,1,0,1,2,1.0,0.5,0.6666666666666666
passed,0,0,1,1,#Div0,0.0,#Div0
basing,0,0,1,1,#Div0,0.0,#Div0
Long,0,1,0,2,0.0,#Div0,#Div0
hassle,0,0,1,1,#Div0,0.0,#Div0
nature,0,0,1,1,#Div0,0.0,#Div0
entertain,0,2,0,4,0.0,#Div0,#Div0
Given,0,1,0,2,0.0,#Div0,#Div0
refine,0,1,0,2,0.0,#Div0,#Div0
lower,0,1,1,3,0.0,0.0,#Div0
criticisms,0,1,0,2,0.0,#Div0,#Div0
donothave,0,8,0,16,0.0,#Div0,#Div0
progres,0,0,1,1,#Div0,0.0,#Div0
possible,0,2,0,4,0.0,#Div0,#Div0
tolerating,0,0,1,1,#Div0,0.0,#Div0
eat,0,10,0,20,0.0,#Div0,#Div0
enable,0,3,0,6,0.0,#Div0,#Div0
social,0,11,0,29,0.0,#Div0,#Div0
Using,0,1,0,4,0.0,#Div0,#Div0
ather,0,1,0,2,0.0,#Div0,#Div0
sometimes,0,2,0,4,0.0,#Div0,#Div0
whit,0,1,0,2,0.0,#Div0,#Div0
recent,0,0,0,1,#Div0,#Div0,#Div0
last,0,8,2,18,0.0,0.0,#Div0
encouraging,0,1,0,2,0.0,#Div0,#Div0
flow,0,1,0,1,0.0,#Div0,#Div0
comfortable,2,2,9,15,0.5,0.18181818181818182,0.26666666666666666
canotenjoy,0,1,0,2,0.0,#Div0,#Div0
recover,0,1,0,2,0.0,#Div0,#Div0
doesnotmake,0,1,0,2,0.0,#Div0,#Div0
secured,0,0,1,1,#Div0,0.0,#Div0
nan,0,0,1382,1382,#Div0,0.0,#Div0
prove,0,7,0,14,0.0,#Div0,#Div0
followed,0,0,1,1,#Div0,0.0,#Div0
unemployed,0,2,0,3,0.0,#Div0,#Div0
check,0,2,0,4,0.0,#Div0,#Div0
sould,0,1,0,2,0.0,#Div0,#Div0
filled,0,0,1,1,#Div0,0.0,#Div0
add,2,1,4,9,0.6666666666666666,0.3333333333333333,0.4444444444444444
endure,1,0,1,2,1.0,0.5,0.6666666666666666
places,0,0,1,1,#Div0,0.0,#Div0
kill,0,1,1,3,0.0,0.0,#Div0
electric,0,5,0,10,0.0,#Div0,#Div0
base,0,17,4,38,0.0,0.0,#Div0
intend,0,4,0,8,0.0,#Div0,#Div0
fee,0,2,0,4,0.0,#Div0,#Div0
pave,0,1,0,2,0.0,#Div0,#Div0
security,0,0,1,1,#Div0,0.0,#Div0
hurm,1,0,1,2,1.0,0.5,0.6666666666666666
has,0,0,5,5,#Div0,0.0,#Div0
pretend,0,1,0,2,0.0,#Div0,#Div0
sure,0,1,0,2,0.0,#Div0,#Div0
safe,0,1,3,6,0.0,0.0,#Div0
in,0,0,18,18,#Div0,0.0,#Div0
offer,3,4,3,14,0.42857142857142855,0.5,0.4615384615384615
helpful,0,1,0,2,0.0,#Div0,#Div0
permanent,0,1,0,2,0.0,#Div0,#Div0
involve,0,6,0,18,0.0,#Div0,#Div0
cost,0,1,0,4,0.0,#Div0,#Div0
taught,0,0,1,1,#Div0,0.0,#Div0
promote,1,6,1,14,0.14285714285714285,0.5,0.22222222222222224
extend,0,0,2,2,#Div0,0.0,#Div0
diffused,1,0,1,2,1.0,0.5,0.6666666666666666
figure,0,2,0,4,0.0,#Div0,#Div0
specialized,0,13,0,26,0.0,#Div0,#Div0
discover,4,7,5,23,0.36363636363636365,0.4444444444444444,0.39999999999999997
germany,0,1,0,2,0.0,#Div0,#Div0
more,0,0,3,3,#Div0,0.0,#Div0
sing,0,2,0,4,0.0,#Div0,#Div0
global,0,7,0,14,0.0,#Div0,#Div0
killers,0,0,1,1,#Div0,0.0,#Div0
turn,3,2,3,10,0.6,0.5,0.5454545454545454
pressures,0,0,2,2,#Div0,0.0,#Div0
political,0,3,0,7,0.0,#Div0,#Div0
mention,0,14,0,28,0.0,#Div0,#Div0
starting,0,0,1,1,#Div0,0.0,#Div0
oblige,0,3,0,6,0.0,#Div0,#Div0
approach,1,0,8,10,1.0,0.1111111111111111,0.19999999999999998
thanks,0,1,0,2,0.0,#Div0,#Div0
stem,0,1,0,2,0.0,#Div0,#Div0
taste,0,0,2,2,#Div0,0.0,#Div0
excite,0,3,0,5,0.0,#Div0,#Div0
rare,1,0,1,2,1.0,0.5,0.6666666666666666
limits,0,0,3,3,#Div0,0.0,#Div0
reject,0,2,1,5,0.0,0.0,#Div0
jams,0,0,1,1,#Div0,0.0,#Div0
appeal,0,0,1,1,#Div0,0.0,#Div0
nurse,0,1,0,2,0.0,#Div0,#Div0
comprehend,0,1,0,5,0.0,#Div0,#Div0
sources,0,0,3,3,#Div0,0.0,#Div0
concentrated,0,0,1,1,#Div0,0.0,#Div0
competitive,0,1,0,2,0.0,#Div0,#Div0
canotbe,0,1,0,2,0.0,#Div0,#Div0
italian,0,2,0,4,0.0,#Div0,#Div0
load,0,1,2,4,0.0,0.0,#Div0
civil,0,2,0,4,0.0,#Div0,#Div0
growth,0,0,3,3,#Div0,0.0,#Div0
happend,0,1,0,2,0.0,#Div0,#Div0
advantage,0,0,2,2,#Div0,0.0,#Div0
educational,0,4,0,8,0.0,#Div0,#Div0
outsiders,0,0,1,1,#Div0,0.0,#Div0
throw,1,1,1,4,0.5,0.5,0.5
derive,0,2,0,4,0.0,#Div0,#Div0
gap,0,0,3,3,#Div0,0.0,#Div0
lens,0,0,1,1,#Div0,0.0,#Div0
genetic,0,1,0,2,0.0,#Div0,#Div0
struck,0,0,1,1,#Div0,0.0,#Div0
utilize,0,1,0,2,0.0,#Div0,#Div0
huge,0,9,2,21,0.0,0.0,#Div0
interesting,0,7,0,14,0.0,#Div0,#Div0
majority,0,0,1,1,#Div0,0.0,#Div0
friendly,0,0,2,2,#Div0,0.0,#Div0
spread,4,1,4,10,0.8,0.5,0.6153846153846154
messages,0,0,1,1,#Div0,0.0,#Div0
donotthing,0,1,0,2,0.0,#Div0,#Div0
other,0,116,1,251,0.0,0.0,#Div0
defended,0,0,1,1,#Div0,0.0,#Div0
wooden,0,1,0,2,0.0,#Div0,#Div0
listen,0,4,0,7,0.0,#Div0,#Div0
recruit,0,3,0,6,0.0,#Div0,#Div0
cheating,0,0,2,2,#Div0,0.0,#Div0
develope,1,4,1,10,0.2,0.5,0.28571428571428575
challanges,0,0,1,1,#Div0,0.0,#Div0
light,0,0,2,2,#Div0,0.0,#Div0
strengthen,1,0,0,1,1.0,1.0,1.0
observe,0,6,0,12,0.0,#Div0,#Div0
tire,0,6,0,12,0.0,#Div0,#Div0
sop,0,1,0,2,0.0,#Div0,#Div0
final,0,3,0,6,0.0,#Div0,#Div0
tons,0,0,1,1,#Div0,0.0,#Div0
steal,0,2,0,4,0.0,#Div0,#Div0
successfull,0,2,0,4,0.0,#Div0,#Div0
everyday,0,10,0,20,0.0,#Div0,#Div0
seize,1,0,1,2,1.0,0.5,0.6666666666666666
sides,0,0,2,2,#Div0,0.0,#Div0
m,0,14,0,28,0.0,#Div0,#Div0
certain,0,19,0,38,0.0,#Div0,#Div0
several,0,16,0,32,0.0,#Div0,#Div0
make,3,196,3,398,0.01507537688442211,0.5,0.02926829268292683
imagine,0,4,0,8,0.0,#Div0,#Div0
losing,0,0,4,4,#Div0,0.0,#Div0
summary,0,1,0,2,0.0,#Div0,#Div0
politic,0,1,0,2,0.0,#Div0,#Div0
need,1,80,1,162,0.012345679012345678,0.5,0.024096385542168672
developing,0,1,1,3,0.0,0.0,#Div0
basic,2,4,5,15,0.3333333333333333,0.2857142857142857,0.30769230769230765
upcoming,0,1,0,2,0.0,#Div0,#Div0
concern,0,3,0,6,0.0,#Div0,#Div0
great,1,19,1,40,0.05,0.5,0.09090909090909091
tase,1,0,1,2,1.0,0.5,0.6666666666666666
Reducing,0,1,0,2,0.0,#Div0,#Div0
keen,0,1,0,2,0.0,#Div0,#Div0
conciliating,0,0,1,1,#Div0,0.0,#Div0
wouldnotwant,0,1,0,2,0.0,#Div0,#Div0
drink,0,2,0,4,0.0,#Div0,#Div0
underlined,0,0,1,1,#Div0,0.0,#Div0
mine,0,1,0,2,0.0,#Div0,#Div0
assert,0,0,0,1,#Div0,#Div0,#Div0
connect,1,4,5,14,0.2,0.16666666666666666,0.1818181818181818
multiple,0,1,0,2,0.0,#Div0,#Div0
voices,0,0,1,1,#Div0,0.0,#Div0
came,0,0,1,1,#Div0,0.0,#Div0
Greenhouse,0,0,1,1,#Div0,0.0,#Div0
declare,0,1,0,2,0.0,#Div0,#Div0
twenty,0,9,0,18,0.0,#Div0,#Div0
worthless,0,0,2,2,#Div0,0.0,#Div0
goal,0,0,3,3,#Div0,0.0,#Div0
create,1,15,2,33,0.0625,0.3333333333333333,0.10526315789473684
somewhere,0,1,0,2,0.0,#Div0,#Div0
numerous,0,2,0,3,0.0,#Div0,#Div0
peak,0,0,1,1,#Div0,0.0,#Div0
preserve,0,1,0,2,0.0,#Div0,#Div0
look,4,30,5,69,0.11764705882352941,0.4444444444444444,0.18604651162790695
insist,0,1,0,2,0.0,#Div0,#Div0
sends,0,0,1,1,#Div0,0.0,#Div0
referenced,0,1,0,2,0.0,#Div0,#Div0
strike,0,1,0,2,0.0,#Div0,#Div0
had,0,0,2,2,#Div0,0.0,#Div0
complicate,0,2,0,4,0.0,#Div0,#Div0
wish,0,3,0,6,0.0,#Div0,#Div0
moves,0,0,1,1,#Div0,0.0,#Div0
desagreeing,0,1,0,2,0.0,#Div0,#Div0
