token,tp_cases,fp_cases,fn_cases,total_cases,precision,recall,f1-score
strictly,0,0,1,1,#Div0,0.0,#Div0
educated,0,1,0,1,0.0,#Div0,#Div0
imposible,0,1,0,1,0.0,#Div0,#Div0
learn,0,0,0,2,#Div0,#Div0,#Div0
Lonely,0,1,0,1,0.0,#Div0,#Div0
supported,0,0,4,4,#Div0,0.0,#Div0
colder,0,0,1,1,#Div0,0.0,#Div0
sixty,0,1,0,1,0.0,#Div0,#Div0
angles,0,0,1,1,#Div0,0.0,#Div0
isolte,0,0,1,1,#Div0,0.0,#Div0
restriction,0,0,1,1,#Div0,0.0,#Div0
see,0,0,3,3,#Div0,0.0,#Div0
boring,0,2,0,2,0.0,#Div0,#Div0
forty,0,0,0,1,#Div0,#Div0,#Div0
logical,0,1,0,1,0.0,#Div0,#Div0
reasonable,0,1,0,1,0.0,#Div0,#Div0
guided,0,4,0,4,0.0,#Div0,#Div0
digital,0,0,0,1,#Div0,#Div0,#Div0
encourages,0,0,1,1,#Div0,0.0,#Div0
testing,0,1,0,1,0.0,#Div0,#Div0
last,0,8,1,9,0.0,0.0,#Div0
spent,0,0,3,3,#Div0,0.0,#Div0
south,0,0,0,1,#Div0,#Div0,#Div0
aspect,0,0,2,2,#Div0,0.0,#Div0
crowded,0,1,0,1,0.0,#Div0,#Div0
tour,0,17,0,20,0.0,#Div0,#Div0
famous,0,10,0,10,0.0,#Div0,#Div0
hold,0,0,2,2,#Div0,0.0,#Div0
revolution,0,0,1,1,#Div0,0.0,#Div0
convincing,0,2,0,2,0.0,#Div0,#Div0
chinese,0,2,0,4,0.0,#Div0,#Div0
make,0,0,1,1,#Div0,0.0,#Div0
comes,0,0,1,1,#Div0,0.0,#Div0
level,0,0,3,3,#Div0,0.0,#Div0
math,0,1,0,1,0.0,#Div0,#Div0
competing,0,0,2,2,#Div0,0.0,#Div0
certain,0,19,0,19,0.0,#Div0,#Div0
breaking,0,0,1,1,#Div0,0.0,#Div0
has,0,0,3,3,#Div0,0.0,#Div0
courage,0,0,1,1,#Div0,0.0,#Div0
roots,0,0,1,1,#Div0,0.0,#Div0
political,0,3,0,4,0.0,#Div0,#Div0
tough,0,0,1,3,#Div0,0.0,#Div0
look,0,0,4,4,#Div0,0.0,#Div0
competitive,0,1,0,1,0.0,#Div0,#Div0
economic,0,4,0,6,0.0,#Div0,#Div0
fruitful,1,0,1,2,1.0,0.5,0.6666666666666666
senior,0,2,0,2,0.0,#Div0,#Div0
shoulders,0,0,2,2,#Div0,0.0,#Div0
potentials,0,0,1,1,#Div0,0.0,#Div0
complex,0,0,0,1,#Div0,#Div0,#Div0
powerful,1,0,0,1,1.0,1.0,1.0
responds,0,0,1,1,#Div0,0.0,#Div0
enlargement,0,0,1,1,#Div0,0.0,#Div0
native,0,1,0,1,0.0,#Div0,#Div0
short,0,10,0,10,0.0,#Div0,#Div0
close,0,0,3,3,#Div0,0.0,#Div0
recent,0,0,0,1,#Div0,#Div0,#Div0
appriciate,0,0,1,1,#Div0,0.0,#Div0
well-made,0,1,0,1,0.0,#Div0,#Div0
hiding,0,0,1,1,#Div0,0.0,#Div0
enough,0,30,0,36,0.0,#Div0,#Div0
ways,0,0,1,1,#Div0,0.0,#Div0
dispose,0,0,1,1,#Div0,0.0,#Div0
practicable,0,0,0,1,#Div0,#Div0,#Div0
boundaries,0,0,1,1,#Div0,0.0,#Div0
ordinary,0,1,0,1,0.0,#Div0,#Div0
marine,0,0,0,1,#Div0,#Div0,#Div0
take,0,0,13,13,#Div0,0.0,#Div0
portable,0,1,0,1,0.0,#Div0,#Div0
attact,0,0,1,1,#Div0,0.0,#Div0
conduct,0,0,1,1,#Div0,0.0,#Div0
meaninngless,0,0,1,1,#Div0,0.0,#Div0
blend,0,0,1,1,#Div0,0.0,#Div0
main,0,4,0,17,0.0,#Div0,#Div0
prospective,0,1,0,1,0.0,#Div0,#Div0
intresting,0,1,0,1,0.0,#Div0,#Div0
door,0,0,1,1,#Div0,0.0,#Div0
simultaneous,0,1,0,1,0.0,#Div0,#Div0
affective,0,1,0,1,0.0,#Div0,#Div0
fundamental,1,0,0,1,1.0,1.0,1.0
run,0,0,6,6,#Div0,0.0,#Div0
range,0,0,1,1,#Div0,0.0,#Div0
spend,1,1,25,27,0.5,0.038461538461538464,0.07142857142857144
keep-it-safe,0,0,1,1,#Div0,0.0,#Div0
negative,0,9,0,9,0.0,#Div0,#Div0
virtual,0,1,0,1,0.0,#Div0,#Div0
broad,3,0,92,95,1.0,0.031578947368421054,0.061224489795918366
advantages,0,0,1,1,#Div0,0.0,#Div0
meaning,0,1,0,1,0.0,#Div0,#Div0
unique,0,1,0,1,0.0,#Div0,#Div0
availible,0,0,1,1,#Div0,0.0,#Div0
forget,0,0,1,1,#Div0,0.0,#Div0
cram,0,1,0,1,0.0,#Div0,#Div0
known,0,1,0,1,0.0,#Div0,#Div0
radical,0,3,0,3,0.0,#Div0,#Div0
handy,0,0,1,1,#Div0,0.0,#Div0
ecology,0,1,0,1,0.0,#Div0,#Div0
strong,6,0,17,24,1.0,0.2608695652173913,0.41379310344827586
keep,0,0,6,6,#Div0,0.0,#Div0
access,0,0,1,1,#Div0,0.0,#Div0
equal,0,1,0,1,0.0,#Div0,#Div0
instruments,0,0,1,1,#Div0,0.0,#Div0
offer,0,0,3,3,#Div0,0.0,#Div0
era,0,0,3,3,#Div0,0.0,#Div0
black,0,0,0,1,#Div0,#Div0,#Div0
given,0,0,1,1,#Div0,0.0,#Div0
illiterate,0,1,0,1,0.0,#Div0,#Div0
insure,0,0,1,1,#Div0,0.0,#Div0
Reaching,0,0,1,1,#Div0,0.0,#Div0
Intelligent,0,1,0,1,0.0,#Div0,#Div0
relying,0,0,1,1,#Div0,0.0,#Div0
intelligent,0,2,0,2,0.0,#Div0,#Div0
through,0,0,3,3,#Div0,0.0,#Div0
defined,1,0,0,1,1.0,1.0,1.0
exact,0,0,0,1,#Div0,#Div0,#Div0
solar,0,0,0,1,#Div0,#Div0,#Div0
twenty,0,0,0,9,#Div0,#Div0,#Div0
passive,0,0,1,1,#Div0,0.0,#Div0
unsatisfied,0,1,0,1,0.0,#Div0,#Div0
