source,target,label,newClusterPredictedLabel,newClusterConfidence,newClusterIsCorrect
hard,time,,False,0.0,0
famous,music producer,,False,0.0,0
difficult,time,,False,0.0,0
unemployed,people,,True,1.0,0
hobby,good,,False,0.9,0
s,income,,False,0.0,0
other,case,,False,0.0,0
noisy,sound,,False,0.0,0
public,property,,False,0.0,0
new,topic,,False,0.0,0
scientific,work sheet,,False,0.0,0
along,time,,False,0.0,0
alotof,inventores,,False,0.0,0
i,dont,,False,0.0,0
new,trasportation way,,False,0.0,0
many,trasportation way,,True,1.0,0
good,trasportation method,,False,0.0,0
poor,country,,False,0.0,0
populated,country,,False,0.0,0
advanced,one,,False,0.0,0
additional,information,,False,0.0,0
social,custom,,False,0.0,0
relevant,information,,False,0.0,0
specific,journey,,False,0.0,0
incredible,amount,,False,0.0,0
informational,gap,,False,0.0,0
specific,person,,False,0.0,0
constant,process,,False,0.0,0
positive,situation,,False,0.0,0
unexpected,situation,,False,0.0,0
incredibile,opportunity,,False,0.0,0
full,potential,,False,0.0,0
specific,group,,False,0.0,0
same,hand,,False,0.0,0
financial,margin,,False,0.0,0
human,health,,False,0.0,0
whole,health,,False,0.0,0
specific,product,,False,0.0,0
own,expereince,,False,0.0,0
daily,drink,,False,0.0,0
self,awake,,False,0.0,0
working,hour shift,,True,0.5,0
long,hour shift,,False,0.0,0
energetic,drink,,False,0.0,0
few,case,,False,0.0,0
Red,Bull,,False,0.0,0
famous,energy drink,,False,0.0,0
negative,side effect,,False,0.0,0
other,side effect,,False,0.0,0
proper,awareness,,False,0.0,0
broad,knowldge cause,,False,0.0,0
broad,knowldge,,False,0.0,0
spacified,knowledge,,False,0.0,0
broad,knowldege,,False,0.0,0
specific,knowldge,,False,0.0,0
good,answer,,False,0.0,0
